titulo;autor;texto
PEPA - X;Antero de Quental;"Vistamo-nos d'amor, ó minha amada!
Vistamo-nos d'amor!
Tenho a fronte do orvalho humedecida...
Dá-me o teu manto, flor!
Tenho a cabeça doida e sonolenta...
Sinto-a como a rodar!
Sê tu, sê tu a mão que nos segura
A fronte em nosso ansiar!
  
  Tenho os membros gelados — acalenta,
Embala a minha dor!
Sê a Bela-Infanta, sê, com que adormenta
A mãe o seu amor!
Perdi a noite... e tão cerrada noite...
E já me falta o ar!
Vê se és a viração da madrugada
Que nos vem refrescar!
Eu andava no monte, e escureceu-me,
E perdi-me, Senhor!
Vê, amada, vê tu se és a luzinha
Da choça do pastor!
Na capela do ermo é que eu estive
A rezar... té que a luz
Da lâmpada findou! ó bem-amada,
Vê se és o meu Jesus!
Os tiranos da pátria me expulsaram,
Vim fugindo... e estou nu!
Não tenho lar, nem sombra, ou sede d'água...
Só a ti te possuo!
Perdi-me pela serra, regelei-me,
E sou todo tremor!
Faze do teu cabelo um manto régio...
Oh! veste-me d'amor!"
PEPA - XI;Antero de Quental;"Também o amor nos veste...
Manto é o amor também!
Não veste com o cabelo
Ao filho a doce mãe?
  
  Um canto de teus lábios...
Dize-me, aonde há tela
Que a alma nos envolva
Com púrpura mais bela?
Um doce olhar nos cobre...
Onde há régio cetim
Que tenha o doce brilho
Daquela luz sem fim?
Oh! deixa o mundo rir-se
Ao ver nossa nudez:
Nós somos como príncipes...
Incógnitos... bem vês!
Mas, se te o pejo oprime,
Então vistamos, flor,
A nudez da inocência,
Co'a púrpura do amor!"
PEPA - XII;Antero de Quental;"Entre os cílios de teus olhos,
Como entre uma ala de palmas,
Passam, caminho da glória,
Triunfantes, nossas almas!
E entre os batentes dos lábios,
Quando os descerra um sorriso,
De par em par vejo aberta
A porta do paraíso!
Entre teus abertos braços
É que eu tenho o horizonte,
Onde nascem lua e astros,
E doira o sol vale e monte!

  
  E a cruzinha, que entre os seios
Lá te dorme a descansar,
É onde eu prego o meu Cristo,
É meu templo e meu altar!
Em cima de teus joelhos
Brinca o menino Jesus:
C'roa que lhe enflora a fronte
É de teus olhos a luz!
Na tua garganta, branca
Como a nuvem da manhã,
E onde vejo a cor vermelha
Dum baguinho de romã,
Tens ocultos, doce amiga,
Mel silvestre do arvoredo,
E a voz saudosa do vento
Que à noite geme um segredo,
E toda a unção de Maria,
E os murmúrios da espessura,
E a longa harmonia flébil
Que nos desce lá da altura!
Tu tens na tua garganta
Uma colmeia de mel;
Canta-se lá noite e dia...
São as veigas d'Israel...
Em teu peito canta um ninho
De maviosos rouxinóis,
Mal que se abrem sobre o mundo
De teus olhos os dois sóis!
E no ritmo de teus passos
É que minha alma se embala
Quando, a dormir, nos teus olhos
Adora, contempla... e cala!"
PEPA - XIII;Antero de Quental;"Vê tu pois que amor este, flor do prado!
Vê que amor há-de ser, pura açucena!
Que, tendo tu em ti a luz serena
Do céu, e quanto o mundo dilatado,
E o mar e a terra tem — quanto há de belo,
Quanto os olhos de ver jamais se cansam,
Sim, tudo — eu, filha, em ti, só, hei-de vê-lo...
Que além de ti meus olhos nada alcançam!
Considera isto bem: que já não sei
Com estes meus dois olhos ver mais nada...
E eis que venho encontrar em ti, amada,
Tudo que amava então quando ceguei!
Céu, donde aspiro a luz e as virações...
Mar, que a meus pés sua onda vem deitar...
Vê, numa só paixão, quantas paixões!
Vê com quantos amores te hei-de amar!"
PEPA - XIV;Antero de Quental;"Dá-me pois olhos e lábios;
Dá-me os seios, dá-me os braços;
Dá-me a garganta de lírio;
Dá-me beijos, dá-me abraços!
Empresta-me a voz ingénua
Para eu com ela orar
A oração de meus cantos
De teu seio no altar!
Empresta-me os pés, gazela,
Para que eu possa correr
O vasto mundo que se abre
Num teu rir, num teu dizer!


  
  Presta-me a tua inocência,
Para eu ir ao céu voar...
Mas acende cá teus olhos
Para que eu possa voltar!
Por Deus to peço, senhora,
Que tu mo queiras fazer;
Dá-me os cílios de teus olhos
Para eu adormecer;
Por que, enquanto os tens abertos,
Sempre para aqui a olhar,
Não posso fechar os meus,
E sempre estou a acordar!
Pela Santa-Virgem peço
Que tu me queiras sorrir;
Porque eu tenho um lírio d'oiro
Há três anos por abrir,
E, se lhe deres um riso,
Há-de cuidar que é a aurora...
E talvez que o lírio se abra,
Talvez que se abra nessa hora!
Por Alá, minha palmeira!
Quando ao sol me for deitar,
Faze sombra do meu lado...
Porque eu quero-te abraçar!
D'amor te requeiro, ondina,
Quando te fores a erguer,
Vê-te no espelho das fontes
Porque eu quero-te beber!"
PEPA - XV;Antero de Quental;"Beber-te! como bebo o ar da vida...
E como bebo a luz do sol doirado...
E a poesia do templo consagrado...
E o consolo no olhar da mãe querida...
Como bebo nos livros do saber
A palavra dos Deuses, e o segredo
Da existência nas folhas do arvoredo...
E em longas noites de cruel sofrer...
Como bebe no cálix o Deus-vivo
Quem o não sente andar dentro de si...
Como eu nesses teus olhos já bebi
A água que hei-de beber enquanto vivo!"
PEPA - XVI;Antero de Quental;"Que sede! bebi teus olhos...
Dentro nasceram-me flores!
Aos tragos bebi tua alma...
Dentro me brotam amores!
Bebi também teus cabelos
E eles, por mago condão,
Em meu peito se tornaram
Fibras do meu coração!
As palavras que segredas
Dentro fizeram-se aroma.
Relíquia, e óleo que eu guardo
De meu peito na redoma.
O mundo agora é vazio:
Ele era taça de Rei
Que te continha; ei-la inútil
Agora que a despejei.

  
  Bem m'importa a mim o mundo!
Se quero ouvir o rumor
Dum universo — inclinando-me,
Ouço, dentro, o meu amor!
Vê tu pois, filha, que treva
E que silêncio há-de ser,
Se algum dia esse universo
De repente emudecer!"
IDÍLIO SONHADO - I;Antero de Quental;"Deixemos estas cidades...
Oh! a livre natureza,
Que eu não vejo entre estes montes
De pedras e de tristeza!
Oh! os largos horizontes!
Oh! as campinas floridas!
Vamos lá banhar em luz
Nosso amor e nossas vidas!
Se os horizontes são largos,
Vasto é o meu coração...
Para os meus grandes desejos
Quero infinita a prisão!
Todo o ar é pouco ainda
Para a andorinha voar...
Eu quero imenso horizonte
Para poder delirar!
Quero campinas sem termo,
Todo o brilho e toda a cor...
O maior monte é pequeno
Para andar o meu amor!
  
Durch Nacht zum Licht.
Spielhagen.

  
  Sobre as colinas azuis,
Entre os verdes arvoredos,
Tem a vida mais desejos,
O amor tem mais segredos...
À noite as flores suspiram
Pelos raios do luar...
Vamos, filha, à lua cheia,
Entre as flores suspirar...
Hás-de ouvir falar minha alma,
Hás-de ouvir-lhe o seu segredo...
Oh! as belas flores lânguidas,
Medradas entre o arvoredo!"
IDÍLIO SONHADO - II;Antero de Quental;"Os meus grandes desejos me endoidecem...
O meu triste futuro me atormenta...
Mas o vago perfume das florestas,
Refrescando minha alma, me adormenta.
Alta noite, ao luar, entre a folhagem,
A alma dá mais amor e aroma os lírios...
Eu tenho o coração cheio de sonhos!
Eu tenho a vida cheia de delírios!
Lá quando as sombras caem e escurecem
Os fantásticos vãos dos arvoredos,
Peço às visões da noite que me ensinem,
Dos mundos donde vêm, canto e segredos.
Lá quando os rouxinóis estão cantando
Às rosas purpurinas das balseiras
Também se erguem em mim, como aves de oiro,
As minhas doces ilusões primeiras.

  
  Nem eu sei porque sonho noite e dia...
Mas ao longe sussurram os pinhais...
As estrelas do céu parecem tristes
Inclinando-se a ouvir meus tristes ais.
Se eu não tivesse o eco das florestas,
Se não tivesse o vento das devezas,
Quem te havia levar os meus suspiros?
Quem te havia contar minhas tristezas?
É minha confidente a natureza,
O livre vento é meu único amigo...
Se ele me fala a mim, por alta noite,
E porque ao pôr do sol falou contigo!
A noite é o meu berço d'esperanças,
Onde o luar me embala a pobre vida...
As estrelas do céu vão-me cantando,
Por que eu possa sonhar contigo, querida!
E, enquanto as folhas a brincar se tocam,
E os pinhais longas mágoas vão contando,
E as estrelas e as águas me adormecem,
Eu contigo, entre os ventos, vou sonhando!
Então, ao som fremente das cascatas,
Me cobre com seus véus uma visão,
E, adormecido ao seio dum engano,
Abraço a minha pálida ilusão.
Contigo em sonhos vou. Entre o arvoredo
Como dois raios de luar corremos...
Leves, como o ar, fugimos pelo mundo,
Buscando o que nós dois somente vemos.
Atrás de fadas, que lá ao longe acenam,
No meio de fantásticos palores,
Vamos buscar a harpa da ventura
Suspensa na floresta dos amores.
  

É de noite, ao luar, entre a folhagem,
Quando a alma é toda amor e aroma os lírios,
Que eu deixo o coração ir-se-me em sonhos,
Que eu tenho a vida cheia de delírios!
Vem tu ver os crepúsculos da tarde!
Vem tu ver os rocios da manhã!
A rola faz de musgo o doce ninho...
Eu sou o musgo, sê tu a rola, irmã!"
IDÍLIO SONHADO - III;Antero de Quental;"Correr nas livres colinas!
Adormecer ao luar!
Ver teus olhos, acordado,
E as estrelas, a sonhar!
Ter em cima o céu, e em baixo
A natureza florida,
E bem no meio do peito
A tua imagem, querida!
Ter uma tenda formada
Com os raios das estrelas,
Cuja porta só abrissem
As tuas mãozinhas belas!
Ter por jardim dos amores
O céu, os vales, e os montes,
Por leito o berço dos ventos,
E docel os horizontes!
  
  Vês aqui o meu poema,
A minha doce mentira,
Que eu, poeta, em sonhos canto
Co'a lua cheia por lira!
Oh! rouxinóis das balseiras!
Suspiros do coração!
Uns cantavam-te a beleza,
Outros a minha ilusão!
Assim passo pelo mundo
Com esta ilusão nos braços!
Ninguém sabe a luz que escondo
Por detrás d'uns olhos baços!
Quando assim vou pelos montes
Té me lastimam as feras...
Oh! que sombras no arvoredo!
E n'alma que primaveras!"
IDÍLIO SONHADO - IV;Antero de Quental;"Nós somos loucos, não somos?
Desta louca poesia,
Desta riqueza dos pobres
Que se chama fantasia!
Ergamos pois nossa tenda
E nosso lar de pobreza
No mais ermo desses montes,
No fundo da natureza.
Se o frio apertar connosco,
Pois não temos mais calores,
Aqueceremos os membros
Na fogueira dos amores!
  
  Se for grande a nossa sede,
Tão longe da fonte fria,
Contentar-nos-emos, filha,
Com as águas da poesia!
Assim à nossa pobreza
Daremos a Imensidade...
Que com isto se contente
Nossa pouca seriedade.
E, pois somos loucos, vamos
Atrás dos loucos mistérios...
Deixemos ricas cidades
Ao sério dos homens sérios!"
MARIA - I;Antero de Quental;"Tenho cantado esperanças...
Tenho falado d'amores...
Das saudades e dos sonhos
Com que embalo as minhas dores...
Entre os ventos suspirando
Vagas, ténues harmonias,
Tendes visto como correm
Minhas doudas fantasias.
E eu cuidei que era poesia
Todo esse louco sonhar...
Cuidei saber o que é vida
Só porque sei delirar...
Só porque à noite, dormindo
Ao seio d'uma visão,
Encontrava algum alívio,
Meu dorido coração,
  
  Cuidei ser amor aquilo
E ser aquilo viver...
Oh! que sonhos que se abraçam
Quando se quer esquecer!
Eram fantasmas que a noite
Trouxe, e o dia já levou...
À luz d'estranha alvorada
Hoje minha alma acordou!
Esquecei aqueles cantos...
Só agora sei falar!
Perdoai-me esses delírios...
Só agora soube amar!"
