titulo;autor;texto
FRAGMENTO;Joao de Deus;"..........................................
Deixal-o: os olhos fecho á luz e quero...
Quero-te, oh sonho, se és doirado e lindo:
Mais que a teus fachos, pedagogo austero!
Que me condemnas em chorando e rindo.
Sempre olhos fundos, sempre esse ar severo...
Razão! não te amo; mas a ti, bemvindo,
Tu que os conselhos nunca, amor! lhe tomas;
Dás luz á lua, dás á rosa aromas.
Oh! ha tres vistas com que as coisas vemos;
Ha tres razões que as coisas determinam;
Uma a dos olhos; outra a que escondemos
N'isso ante que os alemos se inclinam;
Outra a que dentro no coração temos,
Que os limites do espaço só terminam:
Coube a primeira em sorte á borboleta;
A outra ao homem; a terceira ao poeta.
Mas será só poeta quem faz versos?
Não é a flôr poeta que o sol canta?
Não cabe aos ais tão intimos, dispersos
Do cantor triste nome e gloria tanta?
Esses aereos tão mimosos berços,
Que, excepto o homem, o furor quebranta
A quanto é fero e sanguinario, acaso
Cada um d'elles não é um parnaso?
Mais poesia em pobre margarida,
Que aos pés se pisa, enthesoirada vejo,
Que em muita madreperola polida
Que as cinzas guarda de finado harpejo.
Dize-me, pomba! que no ar sustida
Vens como a nuvem coroar d'um beijo
Quem teus desvelos maternaes comparte:
Camões excede-te em engenho e arte?
Vaidade humana! Do que é simples, claro,
Fazem mysterio; dão-lhe um nome e basta:
Como esse eunucho sacerdocio avaro
Que da verdade as multidões afasta...
Mas a verdade não é pedra d'ara
Nem arca-santa que só certa casta
Tem privilegio de levar ao hombro
Ou vêr de perto, sem morrer d'assombro.
Padre, ministro do Crucificado
É bom ferreiro afeiçoando o ferro
Com que ha-de prestes ir rompendo o arado
Os campos d'este secular desterro.
Melhor explicam um lugar sagrado
Bigorna e malho, que explica o berro
De bonzo inutil; que asperos abrolhos
Não viram nunca seus inchados olhos.
Apostolo é o pai que se afadiga
Só para que descance o filho amado;
Apostolo é a rocha em que se abriga
Ave agoureira e pobre desgraçado;
Apostolo é a lagrima que amiga
Cahe pela face em peito amargurado;
E esse monstro do céo que solitario
Correu o mundo á busca do Calvario.
E assim vós outros, falsos sacerdotes!
Que a mesma crença sustentar devêreis,
Poetas vos chamaes se em ôcos motes
Sabeis vasar combinações estereis?
Monges! tendes o habito; se os dotes,
Os doze dons do Espirito tivereis,
Crêreis que é mais poeta o dôce favo
Que a abelha fabríca em mato bravo.
Fechei a minha bocca largo espaço
Para vêr e pasmar; eu não podia
Tirar os olhos do tributo escaço
Que paga o albergue quando acaba o dia.
Pelo filhinho em maternal regaço
Como ave em ninho a balançar, medía,
Não essa Iliada a compasso austero,
Mas a de Christo, a do celeste Homero.
Lia esse livro que anda encadernado
Em pelle humana e embrulhado em pranto,
Mas para bençãos, para amor dictado
E quanto ha puro, quanto ha bello e santo:
Livro que o impio soletrou tocado,
Se o impio os olhos pôde erguer a tanto;
Mas que a moirama só conserva vivo
Porque não morre o immortal captivo.
Não morre: eterno como a fonte d'onde
Dimana a luz, a vida, amor e tudo,
Que amostra a terra, amostra o mar, e esconde
O céo, o espaço, o infinito mudo...
O mundo mudo! para quem? responde,
Valente martyr! que o pesado escudo,
Com que a verdade os olhos encobria,
Morreste mas quebraste á luz do dia.
«Existe um pai commum, que a todos ama
E d'elles só juiz a si reserva
Punil-os de seu mal; o sol derrama
Por cedro erguido e enterrada herva;
Desarma o laço que a perfidia trama,
Ou n'elle a prende e faz cahir; enerva
Braço que se ergue contra irmão; fecunda
Semente que não cahe de mão immunda.
«Diante d'elle as obras apparecem
Taes como as gera o intimo do peito:
Basta o amor do bem, se as mãos fallecem;
Sem esse amor é nada o grande feito.
Embora os homens de soltar se esquecem
Quem chora escravo; porque, em seu conceito
Deixe chorar quem purpuras arrasta,
Cante que é livre na verdade, e basta.»
Ella o resto fará; porque a seu braço
Reis não resistem, não resistem povos:
Um raio a nuvem parte e deixa o espaço
Coalhado d'astros que parecem novos:
Põe ao sol, que o fecunde, o simples traço,
Como a grande avestruz os grandes ovos;
E quem depois no mundo a luz lhe apaga?
Ninguem apaga a luz que o mundo alaga.
Sacerdocio embusteiro as mãos lhe prega
Em tronco immovel que seus labios gele;
Á justiça profana o justo entrega
(Sua irmã gemea que a verdade expelle:)
Já das almas senhor o rosto alegra,
Já morto o canta, sepultado e elle
Só o consome o incendio que já lavra
De bocca em bocca, o incendio da palavra.
Nenhum de nós o viu andar prégando,
Nenhum seu olhar vago lhe notámos,
Nunca o vimos no ermo a Deus orando,
Nunca a mão estendida lhe apertámos;
E por todos seu nome vai passando,
Todos, os seus preceitos, decorámos...
E que vá vêr-lhe a campa ao Oriente
Quem os olhos da carne tem sómente.
Que é um tumulo acaso, esse tributo
Pago pela materia á vil materia?
Quem vai na campa alliviar o luto
Se a vista alonga á amplidão aerea?
Quem a copia de Deus rebaixa a bruto,
E a mais que bruto a immortal, etherea,
Celeste pomba, que em seu vôo a vida
Em factos deixa ás almas esculpida?
Não me embala inda Homero nos seus braços
E me pinta nas mãos a natureza?
Não lhe ouço eu inda a voz...como ouço a espaços
A voz da grande Fama portugueza...
Quando me apraz olhar para os pedaços
D'este grande gigante que a fraqueza
Expoz aos coices...leão moribundo...
O rei antigamente d'este mundo?
Eu não sou dos que a patria sua adoram
Como adora o seu deus o fiel crente.
Vejo que todos n'uma patria moram
E sobre todos vejo um céo sómente:
Mas ame cada qual; que se outros choram
Nas mãos dos tigres que só comem gente,
Tambem meus olhos choram seu tormento
D'onde quer que seus ais me traga o vento.
Deixai ir em seu transito divino
Desde a Cruz do Calvario na Judêa,
Té á ponta da espada d'aço fino
Desembainhada em Italia, o tempo, a idêa.
Deixai andar a vêr o peregrino
Onde a ventura abunda, onde escassêa
Para vos dar, no oiro (Fé e Esperança!)
Rei e pastor nas conchas da balança.
Ha-de vir esse dia; e se a figueira
Em abrolhando perto vem o estio,
Não longe está: a cobra carniceira
De mil roscas e lugubre assobio
Que terra come, e come a terra inteira,
Se á terra inteira se enrolar, despiu
A pelle enorme com bastantes dôres
Esfolada por tres imperadores...
Eu não sei qual mais chore; se essa sêde
De sangue insaciavel dos tyrannos,
Ou se é a escuridão vossa que eu hei-de
Antes chorar, oh miseros humanos!
Que solimão vos deram, loucos! vêde:
Não vale a gloria que vos faz ufanos
Um só pingo de sangue, um só, vertido,
Um gemido de mãi, um só gemido!
É do sangue e das mães que eu fallo; e certo,
Que ha na vida mais santo? O sangue é vida;
E as mães fonte da vida: eu nunca esperto
Esta lampada d'alma, suspendida
Na abobada eterna e que tão perto
Parece ter a origem............
................senão quando
Vejo essa cara imagem suspirando.
Eu amo as mães, seu nome é terno e dôce;
Sim, amo as mães: nossa alma d'ellas nasce:
Quem n'um collo de mãi cahiu, achou-se
D'um pulo ao pé de Deus: a alma pasce
Lirios celestes vendo-as; e seccou-se,
........................................
Do casto e candido a sagrada fonte,
Se ella no tumulo encostou a fronte.
Essa é a virgem-mãi, voz suavissima
D'esse cantico eterno—o Evangelho;
A Virgem... Mãi... de Deus! virgem purissima,
Cheia de graça e de justiça espelho.
Oh poesia, poesia altissima
Como o fecho do empyreo! eu me ajoelho
E beijo a tua base, harpa celeste!
O coração, a corda que nos déste.
Em que labios se bebem mais delicias,
Em que face de virgem se desatam
Rosas mais puras d'intimas primicias,
Que nas que por dar vida a nós se matam?
Sempre a bem nosso, a nosso amor propicias
Na menina dos olhos nos retratam;
E nunca premio vil em paga pedem
De quanto, tanto d'alma, nos concedem.
Na montanha da Fé, mulher formosa
Se ante mim a meus pés desenrolasse,
Como o demonio, a vastidão pasmosa
Que elle dava a Jesus se o adorasse;
E me pedisse em premio uma só coisa
—Ás mãos de minha mãi furtar a face;
Eu lançava-lhe o cuspo, essa tesoira
Que em mil bocados faz a vacca-loira.
Vêde-a ao berço, sofrega de vida,
Que a sua é pouca para a dar ao filho;
Ella em cama de espinhos, mal vestida;
Elle enfaxado, em berço de tomilho;
Ella em contínua, azafamada lida,
Elle vendo se apanha á luz o brilho...
Já descobrindo em tão tenrinha idade
Que toda a sua sêde é de verdade.
E esses lobos que em duas patas andam
Para ter sempre em guarda as outras duas;
Que a monte sahem só, e só debandam
Como os ladrões, á noite, pelas ruas;
A empecer que os animos se expandam,
Que a luz se espalhe, e que as imagens tuas,
Bom Deus! de imagens passem: e que admira...
Sem o sopro que ao barro a vida inspira!
Já se iam vendo os campos relvejando
Cá da banda do sol n'este horisonte
Por onde já n'um mar se andou nadando
E onde apenas se encontra secca fonte;
E eil-os já os hypocritas minando,
Cortando ao povo hebreu na marcha a ponte
Só para que o manná que o céo lhe chove
No deserto dos reis jámais nem prove.
Retalhou-lhes o labio omnipotente
O habito comprido, a manga larga,
Olhar submisso mas lugar na frente;
E nem despido o monstro a presa larga.
«São sepulchros caiados, vêde, oh gente!
Por dentro podridão:» em voz amarga,
Em voz de grande horror, de grande abalo,
Christo clamou d'aquelles de quem fallo.
«Dizimam-te o coentro e a arruda,
Mas sua consciencia é generosa.
Chamam-se mestres... de sciencia muda,
A sciencia da cobra venenosa:
Olhai, não espia a fera, espreita, estuda
Toda a volta do dia, mais manhosa,
Que essa raça de viboras, que espalha
Veneno em todo o mundo, que coalha.»"
SE AO ENLAÇAL-A NO PEITO;Joao de Deus;"Me cahe desfeita uma flôr,
Lembras-me, sonho desfeito!
      Sonho d'amor!
Se a borboleta do calix
D'um lirio aos ares se ergueu,
Lembras-me, estrella dos valles!
      Lirio do céo!
Se inda um affecto em mim vive
Entre os que mortos possuo,
Lembras-me, sonho que eu tive!
      Lembras-me tu!
Nunca me ha-de esquecer (ingrata! escuta)
Não tendo eu mais talvez que os meus dez annos
Esses olhos crueis, esses tyrannos
Commigo em porfiada aberta lucta.
Se eu fôra voraz lobo ou fera bruta
D'entranhas más, instinctos deshumanos,
Talvez o fructo então de teus enganos
O não colhesses tu de face enxuta.
Mas eu perdôo-te o mal que me has causado;
A culpa não é tua e só devia
Vingar-me em quem tão bella te ha formado.
E hei-de vingar-me, crê; mas isso um dia
Depois d'um beijo teu me pôr em estado
De disputar a Jove a primazia.
Evora."
DINHEIRO;Joao de Deus;"O dinheiro é tão bonito,
Tão bonito, o maganão!
Tem tanta graça o maldito,
Tem tanto chiste o ladrão!
O fallar, falla d'um modo...
Todo elle, aquelle todo...
E ellas acham-no tão guapo..."
DUVIDA;Joao de Deus;"Amas-me a mim! Perdôa;
É impossivel! Não,
Não ha quem se condôa
Da minha solidão.
Como podia eu, triste,
Ah! inspirar-te amor,
Um dia que me viste,
Se é que me viste... flôr!
Tu, bella, fresca e linda
Como a aurora, ou mais
Do que a aurora ainda,
Mal ouves os meus ais!
Mal ouves porque as aves
Só soltam de manhã
Seus canticos suaves;
E tu és sua irmã!
De noite apenas trina
O triste rouxinol:
Toda a mais ave inclina
O collo ao pôr do sol.
Porquê? porque é ditosa!
Porquê? porque é feliz!
E a que sorri a rosa?
Ao mesmo a que sorris!
Á luz doirada e pura
Do astro creador.
Á noite, não, que é escura,
Causa-lhe a ella horror.
Ora uma nuvem negra,
Uma pesada cruz,
Uma alma que se alegra
Só quando vê a luz
De que elle, o sol, inunda
O mar, quando se põe!"
CATURRAS;Joao de Deus;"Ah! compadre, a gente foge,
Desabelha com calor;
Aqui faz fresco na loge,
É onde se está melhor;
Mas que calor que fez hoje!
—Pois, olhe, assim eu me désse
De inverno quando faz frio,
Como agora que elle aquece.
Tome dois banhos no rio,
Logo vê como arrefece.
—Compadre, nunca me traga
Taes coisas á collação;
Lembra-me a maldita draga,
Compadre do coração!
Não me falle n'essa praga!
—Tenho-lhe a mesma amizade
Que o meu compadre lhe tem,
Ás vezes dá-me vontade
Até de a tragar tambem...
Digo-lhe isto com verdade.
—Ha-de isto chegar a pontos
Que quem viver ha-de vêr!
Já lá vão setenta contos,
E a draga a apodrecer,
E trabalhos nenhuns promptos.
—Setenta, diz o compadre?
Dão-lhe elles esse verniz...
Lá como a sua comadre...
Mas eu cá o que ella diz
É como o que diz o padre...
—Pois inda isso continúa?
—Eu sei lá, compadre, eu sei!
Ora canta, ora se amua...
Eu é que já me lembrei
De a pôr um dia na rua!
—Compadre, tenha miolo,"
FOI-SE-ME POUCO A POUCO AMORTECENDO;Joao de Deus;"A luz que n'esta vida me guiava,
Olhos fitos na qual até contava
Ir os degraus do tumulo descendo.
Em se ella anuveando, em a não vendo,
Já se me a luz de tudo anuveava;
Despontava ella apenas, despontava
Logo em minha alma a luz que ia perdendo.
Alma gemea da minha, e ingenua e pura
Como os anjos do céo (se o não sonharam...)
Quiz mostrar-me que, o bem, bem pouco dura.
Não sei se me voou, se m'a levaram,
Nem saiba eu nunca a minha desventura
Contar aos que inda em vida não choraram.
Ah! quando no seu collo reclinado,
—Collo mais puro e candido que arminho,
Como abelha na flôr do rosmaninho
Osculava seu labio perfumado;
Quando á luz dos seus olhos... (que era vêl-os,
E enfeitiçar-se a alma em graça tanta!)
Lia na sua bocca a Biblia Santa
Escripta em letra côr dos seus cabellos;
Quando a sua mãosinha pondo um dedo
Em seus labios de rosa pouco aberta,
Como timida pomba sempre álerta,
Me impunha ora silencio ora segredo;
Quando, como a alveloa, delicada
E linda como a flôr que haja mais linda
Passava como o cysne, ou como, ainda
Antes do sol raiar, nuvem doirada;
Quando em balsamo d'alma piedosa
Ungia as mãos da supplice indigencia,
Como a nuvem nas mãos da Providencia
Uma lagrima estilla em flôr sequiosa;
Quando a cruz do collar do seu pescoço
Estendendo-me os braços, como estende
O symbolo d'amor que as almas prende,
Me dizia... o que ás mais dizer não oiço;
Quando, se negra nuvem me espalhava
Por sobre o coração algum desgosto,
Conchegando-me ao seu candido rosto,
No perfume d'um riso a dissipava;
Quando o oiro da trança aos ventos dando
E a neve de seu collo e seu vestido
—Pomba que do seu par se ia perdido,
Já de longe lhe ouvia o peito arfando;
Tinha o céo da minha alma as sete côres,
Valia-me este mundo um paraiso,
Distillava-me a alma um dôce riso,
Debaixo de meus pés nasciam flôres.
Deus era inda meu pai. E em quanto pude
Li o seu nome em tudo quanto existe
—No campo em flôr, na praia arida e triste,
No céo, no mar, na terra e... na virtude!
  Virtude! Que é mais que um nome
Essa voz, que em ar se esvái,
Se um riso que ao labio assome
N'uma lagrima nos cái!
Que és, virtude, se de luto
Nos vestes o coração?
És a blasphemia de Bruto
—Não és mais que um nome vão.
Abre a flôr á luz, que a enleva,
Seu calix cheio d'amor,
E o sol nasce, passa e leva
Comsigo perfume e flôr!
  Que é d'esses cabellos d'oiro
Do mais subido quilate,
D'esses labios escarlate,
        Meu thesoiro!
Que é d'esse halito, que ainda
O coração me perfuma!
Que é do teu collo de espuma,
        Pomba linda!
Que é d'uma flôr da grinalda
Dos teus doirados cabellos,
D'esses olhos, quero vêl-os,
        Esmeralda!
Que é d'essa alma que me déste!
D'um sorriso, um só que fosse,
Da tua bocca tão dôce,
        Flôr celeste!
Tua cabeça que é d'ella
A tua cabeça d'oiro,
Minha pomba! meu thesoiro!
        Minha estrella!
  De dia a estrella d'alva empallidece;
E a luz do dia eterno te ha ferido.
Em teu languido olhar adormecido
Nunca me um dia em vida amanhecesse.
Foste a concha da praia. A flôr parece
Mais ditosa que tu. Quem te ha partido,
Meu calix de crystal, onde hei bebido
Os nectares do céo... se um céo houvesse!
Fonte pura das lagrimas que choro!
Quem tão menina e moça desmanchado
Te ha pelas nuvens os cabellos d'oiro!
Some-te, vela de baixel quebrado!
Some-te, vôa, apaga-te, meteoro!
É n'este mundo mais um desgraçado.
  E as desgraças, podia prevel-as
Quem a terra sustenta no ar,
Quem sustenta no ar as estrellas,
Quem levanta ás estrellas o mar.
Deus podia prevêr a desgraça,
Deus podia prevêr e não quiz;
E não quiz, não... se a nuvem que passa
Tambem póde chamar-se infeliz!
A vida é o dia d'hoje,
A vida é ai que mal sôa,
A vida é sombra que foge,
A vida é nuvem que vôa;
A vida é sonho tão leve
Que se desfaz como a neve
E como o fumo se esvái:
A vida dura um momento,
Mais leve que o pensamento,
A vida leva-a o vento,
A vida é folha que cái!
A vida é flôr na corrente,
A vida é sôpro suave,
A vida é estrella cadente,"
MÃI E FILHO;Joao de Deus;"Primicias do meu amor!
Meu filhinho! do meu seio
Tenro fructo que á luz veio
Como á luz da aurora a flôr!
Na tua face, innocente,
De teu pai a face beijo,
E em teus olhos, filho, vejo
Como Deus é providente."
TOCA A CAPELLO, VOU VÊL-O;Joao de Deus;"E vejo de toda a côr,
Não doutores de capello,
Mas capellos de doutor.
Amas, pobre animal! e tens tu pena?...
Sim, póde na tua alma entrar piedade?
Se póde entrar, eu sei! Negar quem ha-de
Amor ao tigre, coração á hyena!
    Tudo no mundo sente: o odio é premio
Dos condemnados só, que esconde o inferno.
Tudo no mundo sente: a mão do Eterno
A tudo deu irmão, deu par, deu gemeo.
    A mim deu-me esta gata, a mim deu-me isto...
Esta fera, que as unhas encolhendo
Pelos hombros me trepa e vem, correndo,
Beijar-me... Só não vivo! amado existo!
Evora."
NÃO!;Joao de Deus;"Tenho-te muito amor,
E amas-me muito, creio;
Mas, ouve-me, receio
Tornar-te desgraçada.
O homem, minha amada!
Não perde nada, goza;
Mas a mulher é rosa...
Sim, a mulher é flôr!
Ora e, a flôr, vê tu
No que ella se resume...
Faltando-lhe o perfume,
Que é a essencia d'ella,
A mais viçosa e bella"
NA FOLHA D'UM ROMANCE;Joao de Deus;"Moldada ao bem nasci, mas debil planta
Verguei de vicio ao sopro pestilente;
D'entre o vicio porém minha alma ardente
Castos hymnos a Deus saudosa canta.
Ah! se um mentido affecto amor levanta
N'um pobre coração inexperiente,
D'elles a culpa é toda! uma innocente
Não consulta a razão, razões supplanta.
Cahi, verguei, Senhor! já pervertida
Graças, beijos vendi, vendi belleza,
Triste commercio de mulher perdida.
Oh! mas, Deus do amor! foi só fraqueza:
De impias mãos me arrancai, tirai-me a vida,
Alcance-me o perdão mortal tristeza!
Lagrima celeste,
Perola do mar,
O que me fizeste
Para me encantar!
Ah! se tu não fosses
Lagrima do céo,
Lagrimas tão dôces
Não chorára eu.
Se nunca te visse
Bonina do val,
Talvez não sentisse
Nunca amor igual.
Pomba desmandada,
Que é dos filhos teus,
Luz da madrugada,
Luz dos olhos meus!
Meu suspiro eterno,
Meu eterno amor,
D'um olhar mais terno
Que o abrir da flôr,
Quando o nectar chora,
Que se lhe introduz,
Ao romper da aurora,
Ao raiar da luz,
Por entre a folhagem
Onde mal se vê,
Como a terna imagem
Da que eu adorei.
Que esta voz te enleve,
Que este adeus lá sôe,
Que o Senhor t'o leve,
Que Deus te abençôe.
Que o Senhor te diga
Se te adoro ou não,
Minha dôce amiga
Do meu coração!
Se de ti me esqueço,
Se já me esqueci,
Ou se mais lhe peço,
Do que vêr-te a ti;
A ti que amo tanto
Como a flôr a luz,
Como a ave o canto,
E o Cordeiro a cruz,
E a campa o cypreste,
E a rola o seu par,
Lagrima celeste!
Perola do mar!"
DESCALÇA!;Joao de Deus;"Quem és, que ao vêr-te o coração suspira,
        E em puro amor desfaz-se!
Raio crepuscular do sol que nasce,
        De lampada que expira!
Como os teus pés são lindos! como é dôce
        A curva do teu peito!
Oh! se o meu coração fosse o teu leito,
        E o teu amado eu fosse!
Que preciosas perolas descobre
        Teu meigo humido labio!
E, virgem! como Deus foi justo e sabio
        Em te fazer tão pobre!
Não tens fofo velludo onde se atole
        Tua angelica imagem;
Mas quando é bello o céo, bella a paizagem
        E quando é bello o sol?
Limpo de nuvens, nú, derrete a neve
        E a aguia até desmaia.
Tu não tens mais do que uma pobre saia,
        E essa, curtinha e leve.
Onde o corpo te alteia, a saia avulta;
        Onde te abaixa, desce...
És como a rosa! A rosa nasce e cresce,
        Não para estar occulta.
O que te falta pois? os teus desejos
        Quaes são? de que precisas?
Ah! não ser eu o marmore que pisas...
        Calçava-te de beijos!"
ADEUS!;Joao de Deus;"Adeus tranças côr de oiro,
Adeus peito côr de neve!
Adeus cofre onde estar deve
Escondido o meu thesoiro!
Adeus bonina, adeus lirio
Do meu exilio d'abrolhos!
Adeus oh luz dos meus olhos
E meu tão dôce martyrio!
Desfeito sonho doirado,
Nuvem desfeita de incenso,
Em quem dormindo só penso,
Em quem só penso acordado!"
A VICTORIA COLONNA;Joao de Deus;"Não sei que ha de divino, força é crêl-o
N'esses teus olhos d'uma luz tão pura
Que, ao vêl-os, tive logo por segura
Aquella paz que é meu constante anhelo.
Filha de Deus, nossa alma aspira a vêl-o;
Desprezando caduca formosura,
Ella, em seu giro eterno, só procura
A fórma, o typo universal do bello.
Não póde amar, não deve, uma alma casta
Fugaz belleza, graça transitoria,
Coisa que o tempo leva, o tempo gasta.
Nem tambem alma digna de memoria
Póde amar o prazer, que o bruto arrasta,
Em vez do puro amor—sombra da gloria.
Miguel-Angelo."
N'UM CONVENTO;Joao de Deus;"Como a agua em funda gruta
Gotta a gotta filtra e cái,
Sem saber quem isso escuta
O que lá por dentro vai:
Como ao longe incerta e baça
N'uma igreja alveja a luz,
Que da lampada esvoaça
E a vidraça reproduz:
Mal te vi, moira encantada!
Mas á luz dos olhos teus
Murcha a lampada sagrada
D'um altar do nosso Deus.
Mal te ouvi, mas as suaves
Melodias, que te ouvi,
São mais dôces que as das aves
Da aldêa onde nasci!
Quem teve, bella captiva,
Coração de te deixar
Aqui enterrada viva,
Sem amor, sem luz, sem ar!
Era cego e surdo, juro,
O miseravel algoz
Que não viu olhar tão puro,
Não ouviu tão pura voz!
Eu não tendo a faculdade
D'arrazar esta prisão,
Sacrifico a liberdade
Por tão dôce escravidão!..."
SONHO;Joao de Deus;"Ha muitos sonhos de imaginação,
    De mera phantasia:
Outros, que são a voz da prophecia,
    A voz da intuição,
    A voz do coração.
Pões fé em sonhos taes, Maria?... Pões?
    E fazes bem, que ás vezes
Sonha a gente venturas e revezes,
    Que se tornam depois
    Bem certos! Ouve pois:
Sonhei que era n'um valle. Anoiteceu.
    Então duas estrellas.
(Tão lucidas, tão limpidas, tão bellas!)"
Á VISTA D'UM RETRATO;Joao de Deus;"Amo-te, flôr! Se te amo, Deus que o sabe
Que o diga a teus irmãos, que o céo povoam,
E ebrios de gloria canticos entoam
A quem no mar, na terra e céos não cabe.
Se te amo, flôr! que o diga o mar—que expelle
Quanto é dominio, beija humilde a praia:
Se mal que a lua lá das ondas sáia
Nas rochas me não vê gemer com elle.
Amo-te, flôr! se te amo, o sol que o diga!
Quanto lá da montanha aos céos se eleva,
Se entre os vermes do pó que o vento leva,
Me banha a mim tambem na luz amiga.
Se te amo, flôr? Sem ti, que noite escura,
Meu céo, meu campo em flôr, meu dia e tudo!
Diga-te a noite minha se te illudo,
Se em vida já sem ti, sonhei ventura!
O anjo que a berço humilde e escasso
Do céo me veio alumiar piedoso,
E em lagrimas e riso, pranto e gozo,
Desde então me acompanha passo a passo;
És tu! Amo-te e muito! O que fluctua
Na fornalha que o sopro eterno accende,
Não beija a mão do anjo que o suspende
Com mais amor que eu beijo a sombra tua!"
A LUA;Joao de Deus;"Esse olhar silencioso
Em que lingua se traduz?
Falla-me, oh astro saudoso,
Luz do céo, pallida luz!
  Que aereas visões me acordas,
Que imagem, lua, recordas
N'essa prateada côr?
Que ha em ti, que a dôr mitiga,
Que ha em ti, lampada amiga,
De meigo e consolador?
Escuta, pallida lua,
Dá-me um sorriso dos teus,
Dá-me uma lagrima tua,
Se és a pupilla de Deus!
  Vê que outros mimos não tenho,
Que em tua face desenho
A face do meu amor:
Uma só lagrima! fria,
Que ella me cáia... diria
Que uma lagrima cahia
Do céo ao menos na dôr!"
JOVEN CAPTIVA;Joao de Deus;"Respeita a foice a espiga verde ainda;
Sem medo da vindima, o estio inteiro,
Bebe o pampano as lagrimas da aurora:
E eu verde como a espiga, tenra e linda
Como o pampano, hei-de morrer? não quero:
        Quero, mas não por ora!
Talvez que a outrem, morte, grata fosses.
Espero! Embora em lagrimas me lave,
Varre-me o norte a mim a face? inclino-a.
Se ha dias tristes, ai! ha-os tão dôces...
Sem amargo, que mel, por mais suave
        Que mar, em paz continua?
Benefica illusão meu seio habita.
Sepulte-me este carcere inhumano;
A aza nivea da fé não se agrilhôa.
Escapa ao laço da prisão maldita,
Mais viva e alegre, a esse aereo oceano,
        A alvéloa canta e vôa.
Hei-de morrer? porque? se não diviso
Em minha alma um remorso; durma ou vele,
Se eu velo e durmo em paz, na paz do justo!
Se em cada rosto a luz me abre um sorriso;
Aqui mesmo, onde a mágoa o riso expelle;
        E a luz assoma a custo!
O fim do meu destino é lá tão longe!
Quantos passei dos alemos que adornam
Esta bella viagem? Assentada
Ao banquete da vida apenas hoje,
A taça ainda cheia as mãos entornam,
        Dos labios illibada.
Estou na primavera, oh segadores!
E as mais quadras do anno havia agora
De não acompanhar o sol? havia?
Debruçada em meu pé, gloria das flôres,
Eu não vi mais do que raiar a aurora;
        Quero acabar meu dia.
Espera um pouco, oh morte! nada perdes.
Antes consola os que o remorso, o medo,
O desalento pallido devora!
Guarda-me ainda o campo grutas verdes!
As musas, cantos! e o amor... Segredo!
        Não morro, não, por ora!
Assim, encarcerada, o rosto lindo
E a vista alçando a regiões ignotas,
Minha musa entoou na fé mais viva:
E eu, as languidas mágoas sacudindo,
Moldei em dôce verso as dôces notas
        D'essa joven captiva!
André-Chénier."
MULHER! QUANDO NOS BRAÇOS;Joao de Deus;"Te escuto uma canção,
Não vês em meus abraços
Profunda commoção?
  É que o teu canto á mente
Me traz vida melhor...
            Ah!
Cantai continuamente,
Cantai, oh meu amor!
Quando sorris, assume
Teu rosto uma expressão,
Que o mais feroz ciume
Se desvanece então.
  Sorriso tal desmente
Um coração traidor...
            Ah!
Sorri continuamente,
Sorri, oh meu amor!
Quando tranquilla e pura,
Te estou a vêr dormir,
Que vozes se afigura
Teu halito exprimir?
  Contemplo então contente
Teu corpo encantador...
            Ah!
Dormi continuamente,
Dormi, oh meu amor!
Letra de V. Hugo. Musica de Gounod.
Lisboa."
UM BEIJO;Joao de Deus;"Seria o beijo
Que te pedi,
Dize, a razão
(Outra não vejo)
Porque perdi
Tanta affeição?
Fiz mal, confesso;
Mas esse excesso,
Se o commetti,
Foi por paixão,
Sim, por amor
De quem?... de ti!
Tu pensas, flôr,
Que a mulher basta
Que seja casta,
Unicamente?
Não basta tal.
Cumpre ser boa,
Ser indulgente.
Fiz-te algum mal?
Pois bem: perdôa!
É tão suave
Ao coração
Mesmo o perdão
D'offensa grave!
Se o alcançasse,
Se o conseguisse,
Quizera então
Beijar-te a mão,
Beijar-te a face...
Beijar? que disse!
(Que indiscrição...)
Perdão! perdão!
Lisboa."
