titulo;autor;texto
VIA LÁCTEA - III;Olavo Bilac;"Tantos esparsos vi profusamente
Pelo caminho que, a chorar, trilhava!
Tantos havia, tantos! E eu passava
Por todos eles frio e indiferente...

Enfim! enfim! pude com a mão tremente
Achar na treva aquele que buscava...
Porque fugias, quando eu te chamava,
Cego e triste, tateando, ansiosamente.

Vim de longe, seguindo de erro em erro,
Teu fugitivo coração buscando
E vendo apenas corações de ferro.

Pude, porém, tocá-lo soluçando...
E hoje, feliz, dentro do meu o encerro,
E ouço-o, feliz, dentro do meu pulsando."
VIA LÁCTEA - IV;Olavo Bilac;"Como a floresta secular, sombria,
Virgem do passo humano e do machado,
Onde apenas, horrendo, ecoa o brado
Do tigre, e cuja agreste ramaria

Não atravessa nunca a luz do dia,
Assim também da luz do amor privado,
Tinhas o coração ermo e fechado,
Como a floresta secular, sombria.

Hoje, entre os ramos, a canção sonora
Soltam festivamente os passarinhos.
Tinge o cimo das árvores a aurora...

Palpitam flores, estremecem ninhos...
E o sol do amor que não entrava outrora,
Entra dourando a areia dos caminhos."
VIA LÁCTEA - V;Olavo Bilac;"Dizem todos: « — Outrora como as aves
Inquieta, como as aves tagarela,
E hoje... que tens? Que sisudez revela
Teu ar! que ideias e que modos graves!

Que tens, para que em pranto os olhos laves!
Sê mais risonha que serás mais bela! — »
Dizem. Mas no silêncio e na cautela
Ficas firme e trancada a sete chaves...

E um diz: — Tolices, nada mais! — murmura
Outro: « — Caprichos de mulher faceira! — »
E todos eles afinal: « — Loucura! — »

Cegos que vos cansais a interrogá-la!
Ela bastava; que a paixão primeira
Não pela voz, mas pelos olhos fala."
VIA LÁCTEA - VI;Olavo Bilac;"Em mim também, que descuidado vistes,
Encantado e aumentando o próprio encanto,
Tereis notado que outras coisas canto
Muito diversas das que outrora ouvistes.

Mas amastes, sem dúvida... Portanto,
Meditai nas tristezas que sentistes:
Que eu, por mim, não conheço coisas tristes,
Que mais aflijam, que torturem tanto.

Quem ama inventa as penas em que vive:
E, em lugar de acalmar as penas, antes
Lança novo pesar com que as avive.

Pois sabei que é por isso que assim ando:
Que é dos loucos somente e dos amantes
Na maior alegria andar chorando."
VIA LÁCTEA - VII;Olavo Bilac;"Não têm faltado borras de serpentes,
(essas que amam falar de todo o mundo,
E a todo o mundo ferem, maldizentes)
Que digam: — Mata o teu amor profundo!

Abafa-o, que teus passos imprudentes
Vão-te levando a um pélago sem fundo...
 Vais-te perder! — E, arreganhando os dentes
Movem para teu lado o olhar imundo:

— Se ela é tão pobre, se não tem beleza,
Irás deixar a glória desprezada
E os prazeres perdidos por tão pouco?

Pensa mais no futuro e na riqueza! —
E eu penso que afinal... Não penso em nada:
Penso apenas que te amo como um louco!"
VIA LÁCTEA - VIII;Olavo Bilac;"Em que os mais azuis, mais puros ares,
Voa pomba mais pura? Em que sombria
Moita mais nívea flor acaricia,
A noite, à luz dos límpidos luares?

Vives assim, como a corrente fria,
Que, intemerata, aos trêmulos olhares
Das estrelas e à sombra dos palmares,
Corta o seio das matas, erradia.

Envolvida de tua virgindade,
De teu pudor na cândida armadura,
Foges o amor, guardando a castidade,

— Como as montanhas, nos espaços francos
Erguendo os altos píncaros, a alvura
Guardam da neve que lhes cobre os flancos."
VIA LÁCTEA - IX;Olavo Bilac;"De outras sei que se mostram menos frias,
Amando menos do que amar pareces.
São todas de lágrimas e preces:
Tu de acerbas risadas e ironias.

De modo tal minha atenção desvia,
Com tal perícia meu engano teces,
Que, se gelado o coração tivesses,
Certo, querida, mais ardor terias.

Olho-te: cega ao meu olhar te fazes...
Falo-te — e com que fogo a voz levanto! —
Em vão... Finges-te surda às minhas frases.

Surda: e nem ouves meu amargo pranto!
E cega: e nem vês a nova dor que trazes
À dor antiga que doía tanto!"
VIA LÁCTEA - X;Olavo Bilac;"Deixa que o olhar do mundo enfim devasse
Teu grau; teu amor que é o teu maior segredo!
Que terias perdido, se, mais cedo,
Todo o afeto que sentes se mostrasse?

Basta de enganos! Mostra-me sem medo
Aos homens, afrontando-os face a face:
Quero que os homens todos, quando eu passe,
Invejosos, apontem-me com o dedo.

Olha: não posso mais! Ando tão cheio
Deste amor, que minha alma se consome
De te exaltar aos olhos do universo...

Ouço em tudo teu nome, em tudo o leio:
E, fatigado de calar teu nome,
Quase o revelo no final de um verso."
VIA LÁCTEA - XI;Olavo Bilac;"Todos esses amores — bem o viste —
Não conseguiram demudar-me o aspeto:
Só me turbou esse louvor discreto
Que no volver dos olhos traduziste...

Inda bem que entendeste o meu afeto,
E, através destas rimas, pressentiste
Meu coração que palpitava, triste,
E o mal que havia dentro em mim secreto.

Ai de mim, se de lágrimas inúteis
Estes versos banhasse, ambicionando
Das néscias turbas os aplausos fúteis!

Dou-me por pago, se um olhar lhes deres:
Fiz-os pensando em ti, fiz-os pensando
Na mais pura de todas as mulheres."
VIA LÁCTEA - XII;Olavo Bilac;"Sonhei que me esperavas. E, sonhando,
Saí, ansioso por te ver: corria...
E tudo, ao ver-me tão depressa andando,
Soube logo o lugar para onde eu ia.

E tudo me falou, tudo! Escutando
Meus passos, através da ramaria
Dos despertados pássaros o bando:
— Vai mais depressa! Parabéns! — dizia.

Disse o luar: — Espera! que eu te sigo:
Quero também beijar as faces dela! — »
E disse o aroma: — Vai, que eu vou contigo! —

E cheguei. E, ao chegar, disse uma estrela:
— Como és feliz! como és feliz, amigo,
Que de tão perto vais ouvi-la e vê-la! —"
VIA LÁCTEA - XIII;Olavo Bilac;"— Ora direis ouvir estrelas! Certo
Perdeste o senso! — E eu vos direi, no entanto,
Que, para ouvi-las, muita vez desperto
E abro as janelas, pálido de espanto...

E conversamos toda a noite, enquanto
A Via Láctea, como um pálio aberto,
Cintila. E, ao vir do sol, saudoso e em pranto,
Inda as procuro pelo céu deserto.

Direis agora: — Tresloucado amigo!
Que conversas com elas? Que sentido
Tem o que dizem, quando estão contigo?

E eu vos direi: — Amai para entendê-las!
Pois só quem ama pode ter ouvido
Capaz de ouvir e de entender estrelas."
VIA LÁCTEA - XIV;Olavo Bilac;"Viver não pude sem que o fel provasse
Deste outro amor que nos perverte e engana:
Porque homem sou, e homem não há que passe
Virgem de todo pela vida humana.

Porque tanta serpente atra e profana
Dentro da alma deixei que se aninhasse?
Porque, abrasado de uma sede insana,
A impuros lábios entreguei a face?

Depois dos lábios sôfregos e ardentes,
Senti — duro castigo aos meus desejos —
O gume fino de perversos dentes...

E não posso das faces poluídas
Apagar os vestígios desses beijos,
Nos sangrentos sinais dessas feridas."
VIA LÁCTEA - XV;Olavo Bilac;"Inda hoje, o livro do passado abrindo,
Lembro-as, e punge-me a lembrança delas;
Lembro-as, e vejo-as, como as vi partindo,
Estas cantando, soluçando aquelas.

E umas, de meigo olhar piedoso e lindo,
Sob as rosas de neve das capelas;
Outras, de lábios de coral, sorrindo,
Desnudo o seio, lúbricas e belas...

Todas formosas como tu chegaram:
Partiram... e, ao partir, dentro em meu seio,
Todo o veneno da paixão deixaram.

Mas, ali! nenhuma teve o teu encanto,
Nem teve olhar como esse olhar, tão cheio
De luz tão viva, que abrasasse tanto!"
VIA LÁCTEA - XVI;Olavo Bilac;"Lá fora, a voz do vento ulula rouca!
Tua cabeça no meu ombro inclina,
E essa boca vermelha e pequenina
Aproxima, a sorrir, de minha boca!

Que eu a fronte repouse ansiosa e louca
Em teu seio — mais alvo que a neblina
Que, nas manhãs hiemais, úmida e fina,
Da serra as grimpas verdejantes touca.

Solta as tranças agora, como um manto!
Canta! Embala-me o sono com teu canto!
E eu, aos raios tranquilos desse olhar,

Possa dormir sereno, como o rio
Que, em noites calmas, sossegado e frio,
Dorme aos raios de prata do luar!.."
VIA LÁCTEA - XVII;Olavo Bilac;"Por estas noites frias e brumosas
É que melhor se pode amar, querida!
Nem uma estrela pálida, perdida
Entre a névoa, abre as pálpebras medrosas.

Mas um perfume cálido de rosas
Corre à face da terra adormecida...
E a névoa cresce, e, em grupos repartida,
Enche os ares de sombras vaporosas.

Sombras errantes, corpos nus, ardentes
Carnes lascivas... um rumor vibrante
De atritos longos e de beijos quentes...

E os céus se estendem, palpitando, cheios
Da tépida brancura fulgurante
De um turbilhão de braços e de seios."
VIA LÁCTEA - XVIII;Olavo Bilac;"Dormes... Mas que sussurro a humidade
Terra desperta? Que rumor enleva
As estrelas, que no alto a Noite leva
Presas, luzindo, à túnica estendida?

São meus versos! Palpita a minha vida
Vozes — falenas que a saudade eleva,
De meu seio, e que vão, rompendo a treva,
Encher teus sonhos, pomba adormecida!

Dormes, com os seios nus, no travesseiro,
Solto o cabelo negro... e eis-os, correndo,
Doudejantes, subtis, teu corpo inteiro...

Beijam-te a boca tépida e macia,
Sobem, descem, teu hálito servindo...
Porque surge tão cedo a luz do dia?!..."
VIA LÁCTEA - XIX;Olavo Bilac;"Sai a passeio, mal o dia nasce,
Bela, nas simples roupas vaporosas;
E mostra às rosas do jardim as rosas
Frescas e puras que possui na face.

Passa. E todo o jardim, para que ela passe,
Atavia-se. Há falas misteriosas
Pelas moitas, saudando-a respeitosas...
E é como se uma sílfide passasse!

E a luz revê-la, beijando-a. O vento é um choro.
Curvam-se as flores trêmulas... O bando
Das aves todas vem saudar-la em coro...

E ela vai, dando ao sol o rosto brando,
Às aves dando o olhar, ao vento o louro
Cabelo, e às flores os sorrisos dando..."
VIA LÁCTEA - XX;Olavo Bilac;"Olha-me! O teu olhar sereno e brando
Entra-me o peito, como um largo rio
De ondas de ouro e de luz, límpido, entrando
O ermo de um bosque tenebroso e frio.

Fala-me! Em grupos doudejantes, quando
Falas, por noites cálidas de estio,
As estrelas acendem-se, radiando,
Altas, semeadas pelo eco sombrio.

Olha-me assim! Fala-me assim! De pranto
Agora, agora de ternura cheia,
Abre em chispas de fogo essa pupila...

E enquanto eu ardo em sua luz, enquanto
Em seu fulgor me abraso, uma sereia
Soluce e cante nessa voz tranquila!"
VIA LÁCTEA - XXI;Olavo Bilac;"Sei que um dia não há e isso é bastante
A esta saudade, mãe, em que a teu lado
Sentir não julgues minha sombra errante
Passo a passo a seguir teu vulto amado.

— Minha mãe! minha mãe! — a cada instante
Ouves. Tornas, em lágrimas banhado,
O rosto, conhecendo soluçante
Minha voz e meu passo costumado.

E sentes alta noite no teu leito
Minha alma na tua alma repousando,
Repousando meu peito no teu peito...

E encho os teus sonhos, em teus sonhos brilho,
E abres os braços trêmulos, chorando,
Para nos braços apertar teu filho!"
VIA LÁCTEA - XXII;Olavo Bilac;"Quando te leio, as cenas animadas
Por teu génio, as paisagens que imaginas,
Cheias de vida, avultam repentinas,
Claramente aos meus olhos desdobradas...

Vejo o céu, vejo as serras coroadas
De gelo, e o sol, que o manto das neblinas
Rompe, aquecendo as frígidas campinas
E iluminando os vales e as estradas.

Ouço o rumor soturno da charrua,
E os rouxinóis que, no carvalho erguido,
A voz modulam de ternuras cheia

E vejo, à luz tristíssima da lua,
Hermann, que cisma, pálido, embebido
No meigo olhar da loura Doroteia."
VIA LÁCTEA - XXIII;Olavo Bilac;"Lira! dizes que Fábio anda ofendido
E, apesar de ofendido, namorado,
Buscando a extinta chama do passado
Nas cinzas frias avivar do olvido.

Vá que o faça, e que o faça por perdido
De amor... Creio que o faz por despeitado
Porque o amor, uma vez abandonado,
Não torna a ser o que já tinha sido.

Não lhe creias nos olhos nem na boca,
Ainda mesmo que os vejas, como pensas,
Mentir carícias, desmentir tristezas...

Porque finezas sobre arrufos, louca,
Finezas podem ser; mas, sobre ofensas,
Mais parecem vinganças que finezas."
VIA LÁCTEA - XXIV;Olavo Bilac;"Vejo-a, contemplo-a comovido... Aquela
Que amaste, e, de teus braços arrancada,
Desceu da morte a tenebrosa escada,
Calma e pura aos meus olhos se revela.

Vejo-lhe o riso plácido, a singela
Feição, aquela graça delicada,
Que uma divina mão deixou vazada
No eterno bronze, eternamente bela.

Só lhe não vejo o olhar sereno e triste:
— Céu, poeta, onde as asas, suspirando,
Chorando e rindo loucamente abriste...
— Céu povoado de estrelas, onde as hordas
Dos arcanjos cruzavam-se, pulsando
Das liras de ouro as gemedoras cordas."
VIA LÁCTEA - XXV;Olavo Bilac;"Tu, que no pego impuro das orgias
Mergulhavas ansioso e descontente,
E, quando à tona vinhas de repente,
Cheias as mãos de pérolas trazias;

Tu, que do amor e pelo amor vivias,
E que, como de límpida nascente,
Dos lábios e dos olhos a torrente
Dos versos e das lágrimas vertias;

Mestre querido! viverás, enquanto
Houver quem pulse o mágico instrumento,
E preze a língua que prezavas tanto:

E, enquanto houver num ponto do Universo
Quem ame e sofra, e amor e sofrimento
Saiba, chorando, traduzir no verso."
VIA LÁCTEA - XXVI;Olavo Bilac;"Quando cantas, minha alma, desprezando
O invólucro do corpo, ascende às belas
Altas esferas de ouro, e, acima delas,
Ouve arcanjos as cítaras pulsando.

Corre os países longos, que revelas
Ao som divino do teu canto e, quando
Baixas a voz, ela também, chorando,
Desce, entre os claros grupos das estrelas.

E expira a tua voz. Do paraíso,
A que subira ouvindo-te, caído,
Fico a fitar-te pálido, indeciso...

E, enquanto cismas, sorridente e casta,
A teus pés, como um pássaro ferido,
Toda a minha alma trêmula se arrasta..."
VIA LÁCTEA - XXVII;Olavo Bilac;"Ontem — néscio que fui! — maliciosa
Disse uma estrela, a rir, na imensa altura:
— Amigo! uma de nós, a mais formosa
De todas nós, a mais formosa e pura,

Faz anos amanhã... Vamos! procura
A rima de ouro mais brilhante, a rosa
De cor mais viva e de maior frescura! —
E eu murmurei comigo: « — Mentirosa! — »

E segui. Pois tão cego fui por elas,
Que, enfim, curado pelos seus enganos,
Já não creio em nenhuma das estrelas...

E — mal de mim! — eis-me, a teus pés, em pranto.
Olha: se nada fiz para os teus anos,
Culpa as tuas irmãs que enganam tanto!"
VIA LÁCTEA - XXVIII;Olavo Bilac;"Pinta-me a curva destes rios... Agora,
Erecta, ao fundo, a cordilheira apruma:
Pinta as nuvens de fogo de uma em uma,
E alto, entre as nuvens, o raiar da aurora.

Solta, ondulando, os véus de espessa bruma,
E o vale pinta, e, pelo vale em fora,
A correnteza turva e sonora
Do Paraíba, em torvelinhos de espuma.

Pinta; mas vê de que maneira pintas...
Antes busques as cores da tristeza,
Poupando o extermínio das alegres tintas:

— Tristeza singular, estranha mágoa
De que vejo coberta a natureza,
Porque a vejo com os olhos rasos de água..."
VIA LÁCTEA - XXIX;Olavo Bilac;"Por tanto tempo, desvairado e aflito,
Fitei naquela noite o firmamento,
Que ainda hoje mesmo, quando acaso o fito,
Tudo aquilo me vem ao pensamento.

Saí, no peito o derradeiro grito
Calcando a custo, sem chorar, violento...
E o céu fulgia plácido e infinito,
E havia um choro no rumor do vento...

Piedoso céu, que a minha dor sentiste!
A áurea esfera da lua o Ocaso entrava,
Rompendo as leves nuvens transparentes:

E sobre mim, silenciosa e triste,
A Via Láctea se desenrolava
Como um jorro de lágrimas ardentes."
O CORAÇÃO QUE SOFRE, SEPARADO;Olavo Bilac;"Do teu, no exílio em que a chorar me acho,
Não basta o afeto simples e sagrado
Com que das desventuras me protejo.
Não me basta saber que sou amado,
Nem só desejo o teu amor: desejo
Ter nos braços teu corpo delicado,
Ter na boca a doçura de teu beijo.
E as justas ambições que me consomem
Não me envergonham: pois maior baixeza
Não há que a terra pelo céu trocar;
E mais eleva o coração de um homem
Ser de homem sempre, na maior pureza,
Ficar na terra e humanamente amar.

Eu inda estava a tua imagem vendo.
Vinha, entre nuvens, o luar nascendo.
A terra toda em derredor dormia...
E eu inda estava a tua imagem vendo,
Quando passaste ao declinar do dia!"
"SARÇAS DE FOGO
NA THEBAIDA";Olavo Bilac;"Chegas, com os olhos úmidos, fremente
A voz, os seios nus — como a rainha
Que ao ermo frio da Tebaida vinha
Trazer a tentação do amor ardente.
Luto: porém teu corpo se avizinha
Do meu, e o enlaça como uma serpente...
Fujo: porém a boca prendes, quente,
Cheia de beijos, palpitante, à minha...
Beija mais, que o teu beijo me incendeia!
Aperta os braços mais! que eu tenha a morte
Preso nos laços de prisão tão doce!
Aperta os braços mais! — frágil cadeia
Que tanta força tem não sendo forte,
E prende mais que se de ferro fosse!"
E NESTAS NOITES SOSSEGADAS;Olavo Bilac;"Em que o luar aponta, e a fina
Móvel e trêmula cortina
Rompe das nuvens espalhadas;
Em que no azul espaço, vago,
Scindindo o céu, o alado bando
Vai das estrelas caminhando
— Aves de prata à flor de um lago —
E nestas noites — que, perdida,
Louca de amor, minh’alma voa
Para teu lado, e te abençoa,
Ó minha aurora! ó minha vida!
No horrendo pântano profundo
Em que vivemos, és o cisne
Que o cruza, sem que a alvura lisne
Da asa no limo infecto e imundo.
Anjo exilado das risonhas
Regiões sagradas das alturas,
Que passas puro entre as impuras
Humanas coisas medonhas!
Estrela de ouro calma e bela,
Que, abrindo a lúcida pupila,
Brilhas assim clara e tranquila
Nas torvas nuvens da procela!
Raio de sol dourando a esfera
Entre as neblinas deste inverno,
E nas regiões do gelo eterno
Fazendo rir a primavera!
Lírio de pétalas formosas
Erguendo à luz o níveo seio,
Entre estes cardos, e no meio
Destas eufórbias venenosas!
Oásis verde no deserto!
Pássaro voando descuidado
Por sobre um solo ensanguentado
E de cadáveres coberto!
Eu que homem sou, eu que a miséria
Dos homens tenho — eu, verme obscuro —
Amei-te, flor! ó lodo impuro,
Tentei roubar-te à luz sidérea.
Vaidade insana! Amar ao dia
Que negreja!
Pedir à serpe, que rasteja,
Amor à nuvem fugidia!
Insano amor! vaidade insana!
Unir num beijo o aroma à peste!
Casar, num jorro, a luz celeste
Na escuridão da noite humana!
Mas, ali! quiseste a ponta da asa,
Da pluma trêmula de neve
Descer a mim, roçar de leve
A superfície desta vasa...
E tanto pôde essa piedade,
E tanto pôde o amor, que o lodo
Agora é céu, é flores todo,
E a noite escura é claridade!"
NUMA CONCHA;Olavo Bilac;"Pudesse eu ser a concha nacarada
Que, entre os corais e as algas, a infinita
Mansão do oceano habita,
E dorme reclinada
No fofo leito das areias de ouro...
Fosse eu a concha e, ó pérola marinha!
Tu fosses o meu único tesouro,
Minha, somente minha!
Ah! com que amor, no ondeante
Regaço da água transparente e clara,
Com que volúpia, filha, com que anseio
Eu as valvas de nácar apertara,
Para guardar-te toda palpitante
No fundo de meu seio!"
