titulo;autor;texto
BLOCO XI;Júlio Dinis;"inar-me ao filho a língua 
dos cevados! 
E toda a família desatava a rir, e Daniel mais que todos. 
E assim procedia o menino Daniel nos seus estudos com grande 
aprazimento do reitor, que muitas vezes dizia ao pai, em tom 
confidencial. 
— Sabes que mais, José? O rapaz é esperto, e era até um pecado 
desviá-lo do estudo, para que tem tanta queda. Olha que me estudou 
as linguagens em oito dias! 
José das Dornas não podia avaliar ao certo e gênero e grau de 
dificuldade que vencera o filho; mas entendeu, lá de si para si, que 
fora alguma coisa de heróico, e nesse dia não pode deixar de olhar 
para o rapaz como se ele tivesse no rosto o que quer que fosse de 
estranho - a auréola dos predestinados para grandes coisas. 
— E então, Sr. Reitor - perguntou ele um dia ao mestre - o pequeno 
vai bem? 
— Otimamente. O Sulpicio para ele é já como água de unto. 
Qualquer dia passo-o para o Eutrópio e dentro em pouco para o 
Cornélio.  
Estas sucessivas passagens do Sulpicio para o Eutrópio, e do 
Eutrópio para o Cornélio, impressionaram profundamente José das 
Dornas. 
Lá lhe pareceu aquilo uma façanha ginástica admirável. 
— Faremos dele um padre Sr. Reitor? 
— Que dúvida? E um padre às direitas. 
Ora aqui é que o bom"
BLOCO XII;Júlio Dinis;"do pároco se enganava, como, pouco tempo 
depois, ele próprio reconheceu. 
Foi o caso que, ai por volta de um ano depois que o Daniel 
principiara os estudos - tinha ele então doze para treze anos - 
começou o reitor a observar que o rapaz lhe vinha um pouco mais 
tarde para a lição. Ao princípio eram cinco, dez minutos, um quarto 
de hora de diferença. Depois cresceu a demora a vinte, vinte cinco 
minutos, meia hora, e o padre pôs-se a parafusar: 
— Já não me vai parecendo bem a história. Dar-se-á o caso que o 
rapaz me ande por aí a garotar? Se eu o sei! E então que ia tão bem! 
Deixa-o vir, que eu sempre hei de querer saber o que isto é. Nada, 
não vamos assim à minha vontade. Deixa-o vir. 
Se bem o pensou, melhor o fez. Chegou o pequeno, todo ofegante e 
suado, como quem viera às carreiras, e o reitor, fitando-o com olhar 
severo e penetrante, disse-lhe antes de lhe dar as bênçãos, que ele, 
de chapéu na mão, lhe pedia: 
— Olha cá, Daniel; donde vens tu a estas horas? 
O rapaz fez-se vermelho como um lacre, e não atinou com a 
resposta. Ficou-se a coçar na cabeça, a encolher-se, a engolir em 
seco, a rosnar não sei o quê, e"
BLOCO XIII;Júlio Dinis;"... mais nada. 
— Anda que eu desconfio que me vais saindo garoto. E, se assim é, 
tens que ver comigo. Grandessíssimo brejeiro! Teu pais manda-te 
para o estudo ou para andares jogando pedra com a outra canalha? 
— Eu não andei jogando pedra, não senhor! - exclamou Daniel com 
uma tão eloqüente vivacidade que, sem possível ilusão, atestava que 
ele não mentia. 
— Então que fez vossemecê até estas horas? 
Nova confusão do rapaz. 
— Eu hei de saber; hei de mandá-lo vigiar, e depois direi a seu pai. 
Nos quinze dias que se seguiram a esta cena, Daniel foi pontual às 
horas da escola. O reitor estava satisfeito com a emenda do rapaz, e 
lisonjeado, lá muito para si, com o seu poder persuasivo e a 
conversão que operava com uma simples admoestação. 
Ao fim de duas semanas encontrou-se por acaso com José das 
Dornas, e já não se lembrava até de lhe fazer queixa do filho, que 
assim entrara obediente no bom caminho do dever. José das Dornas, 
porém, é que se mostrava preocupado. Quanto mais o padre lhe 
gabava a habilidade de Daniel, tanto mais o bom homem parecia 
constrangido, limitando-se a soltar uns ininteligíveis monossílabos 
em sinal de aprovação. 
— Que tens tu, José? A modo que te estou estranhando! - exclamou 
o reitor, já um pouco impaciente."
BLOCO XIV;Júlio Dinis;"— É que, Sr. Padre Antônio, eu... a falar a verdade... queria dizer
lhe uma coisa. 
— Pois dize, homem, dize para ai. Então deste agora em fazer 
cerimônias comigo? 
— Eu sei o grande favor que o Sr. Reitor me faz ensinando o 
pequeno... 
— Bem, bem, adiante; deixemo-nos agora disso. Se eu o ensino, é 
porque quero e gosto. O que estimo é que ele aproveite, como de 
fato aproveita; o mais são histórias. 
— Pois muito agradecido. Mas dizia eu... sim... custa-me a 
explicar... 
— Com S. Pedro! Fala, homem, dize lá o que tens a dizer. 
— É que o rapaz a modo que é fraquito, e então... 
— E então o quê ? 
— Tenho medo que, estudando demais, me adoeça por aí, e ... 
— Mas ele estuda demais? 
— Não, senhor; mas... sim... queria eu dizer, que talvez fosse bom 
que o Sr. Reitor o demorasse menos na aula. Digo eu isto, mas se vir 
que... 
— Sim, sim, mas então... vamos a saber, então ele demora-se muito? 
— Não digo que seja muito. Tudo é necessário, bem sei...Mas... 
quero eu dizer... para quem é fraco como ele... Como sai às duas 
horas e vem só às trindades... e às vezes à noite fechada... 
O Reitor ficou como se lhe caíra o coração aos pés, ficou..."
BLOCO XV;Júlio Dinis;"- diga-se 
a frase, visto que a autorizou quem podia - ficou desapontado. Das 
duas horas às trindades, e à noite cerrada, às vezes, quando ele lhe 
entrava em cada às três e lhe saia pouco depois das cinco! Tinha 
assim o padre de modificar duplamente o seu juízo - quanto ao rapaz 
e quanto a si - descrendo da conversão do primeiro e do seu próprio 
poder de catequese. Este sacrifício em duplicado, custou-lhe e 
conservou-o por algum tempo mudo. Esteve para contar ao pai a 
história toda, mas calou-se. Tinha um coração generoso afinal de 
contas e compreendeu que a revelação, iria afligir o velho. 
— Tens razão, homem - limitou-se pois a dizer - Tens razão. O 
rapaz há de sair mais cedo. Eu olharei por isso. Mais alguns dias só, 
para chegar cá a um ponto que eu quero, e depois será como dizes. 
E lá consigo dizia o bom padre. 
— Deixa estar, meu Danielzinho, que eu hei de saber por onde tu me 
vais, depois que te mando embora. Deixa estar, deixa, que me não 
tornas a enganar, meu menino. 
E foi para casa com firme resolução de elucidar este negócio.  
Capítulo III 
No dia seguinte deu Daniel a lição de costume, e às cinco horas 
recebeu ordem de se retirar, - ordem cuja execução, como era 
natural, não se fez esperar muito. 
Ele a voltar costas,"
BLOCO XVI;Júlio Dinis;"e o reitor a pôr o chapéu na cabeça para lhe ir na 
pista. 
A tarefa não era fácil; basta lembrar-mos da agilidade de Daniel, 
natural à sua idade, e compará-la com os já trôpegos movimentos do 
velho padre, que, com a pressa que levava, impelia diante de si todas 
as pedras soltas do caminho. 
Foi seguindo direito pelas ruas que o conduziam a casa de José das 
Dornas e perguntando a quantos conhecidos encontrava, sentados 
pelas portas ou debruçados nas janelas, se tinham visto passar o 
pequeno. Por muito tempo foram as respostas afirmativas, o que 
satisfazia o reitor, pois indicavam-lhe que, até aquele ponto, o rapaz 
não se havia extraviado, deixando de seguir o caminho de casa. 
Chegou, porém, a um largo, onde desembocavam diferentes ruas e 
azinhagas, e as coisas mudaram então de face. 
O reitor continuando a seguir seu sistema de indagações, tomou a 
direção que devia ser mais prontamente o pequeno Daniel aos lares 
paternos. 
A porta duma casa térrea, que havia na esquina, dobava uma velha, a 
qual, ao ver aproximar-se o reitor, ergueu-se, com toda a cortesia da 
cadeira em que estava sentada. 
— Muito boas tardes, tia Bernarda. Diga-me, viu passar por aqui o 
pequenito do José das Dornas? 
— Nosso Senhor ven"
BLOCO XVII;Júlio Dinis;"ha na companhia de V.S.ª. Pois nada, não 
senhor, Sr. Reitor. O rapazito passava dantes por aqui todas as 
tardes; mas haverá coisa de quinze dias, ou três semanas, que já o 
não tenho visto. 
O reitor pôs-se a coçar na orelha. O delito começava a fazer-se 
evidente. 
— Esta agora - murmurava ele deveras zangado, e depois 
acrescentou mais alto: - E eu que me esqueci de lhe dar um recado 
para o pai! Diacho! 
— Se V.S.ª. quer, eu mando lá a minha neta. 
— Nada, não; obrigado. A coisa também tem tempo. Fique-se com 
Deus, tia Bernarda, e agradecido. 
— Nanja por isso, meu senhor - E a velha fez reverência. 
— Temos história - dizia o reitor, franzindo o sobrolho e tomando 
por outro dos caminhos que comunicavam com o largo. - 
Perguntemos aqui - e parou junto dum alpendre rústico, debaixo do 
qual estava sentado um velho quase paralítico, que procurava nos 
raios do sol o calor que lhe escasseava nos membros, já regelados 
pela idade. 
— Boas tardes, tio Bonifácio - disse o reitor, elevando a voz e 
parando defronte dele. 
— Sr. Padre Antônio, um criado de V. Rev.ma. 
— Sabe me dizer, tio Bonifácio, se o pequeno do José das"
BLOCO XVIII;Júlio Dinis;"Dornas 
passou há pouco tempo por aqui? 
O velho, já meio surdo, fez repetir a pergunta em tom mais elevado, 
e depois dum momento de silêncio, durante a qual pareceu 
interrogar a memória, já perra e enfraquecida. 
— Sim senhor, vi - respondeu, acenando afirmativamente com a 
cabeça - Vi sim senhor. Passou aqui com os bois, há meia hora. 
— Com os bois!... Aí, esse é o Pedro. Falo no pequeno: no Daniel. 
— Ah!... nada... esse... ah! sim, sim... um que anda nos estudos? 
— Esse mesmo. 
— Sim, pelos modos que... agora neste instante passou ele a correr, 
para o lado dos açudes. 
— Obrigado, tio Bonifácio. 
— O mafarrico do rapaz que terá para fazer do lado dos açudes? - 
dizia o padre consigo, tomando a direção indicada. Efetivamente 
pelo novo caminho que seguia, iam-lhe dando informações de 
Daniel, acrescentando de mais a mais, que, havia coisa de duas 
semanas, era ele certo por ali todas as tardes. 
O reitor dava-se a perros, para atinar com o motivo de semelhante 
rodeio. 
— Em nome do Padre, do Filho e do Espírito Santo! Para que virá o 
rapaz dar esta esquisita volta? 
De certo ponto por diante faltaram-lhe as informações, porque o 
sítio tornava-se quase despovoado. 
A tarde ainda estava longe do seu fim; mas umas nevo"
BLOCO XIX;Júlio Dinis;"azitas 
começavam a levantar-se dos campos e lameiros, e o reitor, que 
tinha o seu reumático a atender, já ia perdendo grande parte daquele 
fogo com que encetara a pesquisa. 
No meio dum estreito e alagado caminho, que seguia tortuosamente 
por entre dois campos de centeio, parou e entrou a refletir: 
— O rapaz sumiu-se. Para o ir procurar assim à toa e a estas horas 
do dia não estou eu. Vão lá atrás do homem da capa preta. Quem 
sabe onde o diabrete foi dar agora consigo? O pai que o procure que 
tem obrigação disso. O melhor é retirar em boa ordem, antes que 
venha o frio da noite. 
Já se preparava para seguir o prudente conselho, que a si próprio 
acabava de dar, quando lhe despertou a atenção um assobio agudo e 
vibrante, cujo timbre lhe era tão conhecido como a toada da cantiga 
que executava. 
— Olá - disse o reitor, parando equilibrado sobre duas alpondras no 
meio do lamaçal do caminho - Moiro na costa, ou eu me engano 
muito! 
Pôs-se a escutar de novo, e cada vez mais parecia confirmar as suas 
suspeitas, acabando de se convencer de todo, quando, ao assobiar, 
sucedeu uma voz infantil, que ele logo reconheceu como a do 
discípulo, cantando, ainda na mesma toada, que era de uma música 
popular, as seguintes coplas (7): 
More"
BLOCO XX;Júlio Dinis;"na, Morena 
De olhos castanhos 
Quem te deu, morena, 
Encantos tamanhos? 
Encantos tamanhos 
Não vi nunca assim 
Morena, morena, 
Tem pena de mim Morena, morena, 
De olhos rasgados 
Teus olhos, morena, 
São os meus pecados. São os meus pecados 
Uns olhos assim 
Morena, morena, 
Tem pena de mim Morena, morena, 
Dos olhos galantes 
Teus olhos, morena, 
São dois diamantes São dois diamantes 
Olhando-me assim 
Morena, morena, 
Tem pena de mim. Morena, morena, 
Dos olhos morenos 
O olhar desses olhos 
Concede-me ao menos Concede-me ao menos 
Não sejas assim 
Morena, morena 
Tem pena de mim - Temos o homem - disse o reitor, depois de ouvir 
a cantiga, e enfiou resoluto pela rua adiante. Mas tendo dado alguns 
passos mais, parou como se mudasse de tenção. - Nada, não convém 
que ele me veja. É preciso espiá-lo sem que ele dê por isso. 
Feita esta reflexão, passou um rápido exame ao terreno e retrocedeu. 
Dobrou novamente a esquina da viela em que se introduzira; costeou 
o campo do lado direito, até se lhe deparar uma cancela rústica, que 
não lhe opôs a mínima resistência, e oculto pelo centeio, caminhou, 
o mais prudentemente que pôde, até o lugar correspondente àquele 
de"
BLOCO XXI;Júlio Dinis;"onde partia a voz e daí por diante até descobrir a caça que 
procurava. Não levou muito tempo a realizar o seu intento. 
Eis a cena que viu o reitor, acocorado ente o centeio, com a bengala 
fixa no chão, mãos apoiadas na bengala, o queixo apoiado nas mãos  
Capítulo IV 
Defronte do campo, donde, com as melhores intenções deste mundo, 
o reitor estava espionando, e separado apenas dele pela estreita e 
úmida rua, de que já falamos, estendia-se um trato de terreno 
inculto, muito coberto de tojo e de giestas, e dessa espontânea 
vegetação alpestre, que, no nosso clima, enflora ainda mais os 
montes mais áridos e bravios. 
Dispersas por toda a extensão deste pasto, erravam as ovelhas e 
cabras de um numeroso rebanho, de que eram os únicos 
guardadores, um enorme e respeitável cão pastor e uma rapariguita 
de, quando muito, doze anos de idade. 
Até aqui nada de notável para o reverendo pároco. 
Mas o que o maravilhou foi o grupo que formavam, naquele 
momento, a pequena zagala, o cão e o nosso conhecido Daniel, por 
via de quem o bom do padre empreendera tão trabalhosa excursão. 
A pequena sentada junto de uma pedra informe e musgosa, folheava 
com atenção um livro, dirigindo, de tempos em tempos, meios 
sorrisos"
BLOCO XXII;Júlio Dinis;"para Daniel, que, deitado aos pés dela, de bruços, com os 
cotovelos fincados no chão e o queixo pousado nas mãos, parecia, 
ao contemplar embevecido os olhos da engraçada criança, estar 
divisando neles todos os dotes mencionados na canção da Morena, 
que lhe ouvimos cantar. 
Jaziam ao lado dos dois uma roca espiada e os livros de Daniel. 
Completava o grupo o cão, enroscado junto do pequeno estudante 
com desassombrada familiaridade, e denunciando assim que o 
conhecimento entre eles, e por conseguinte de Daniel com a pastora, 
não era já de recente data. 
Este grupo, apesar de toda a sua beleza artística, realçada pelas 
meias tintas do crepúsculo e por o fundo alaranjado do céu, sobre 
que se desenhavam os rendados das árvores ao longe, não agradou 
de maneira nenhuma ao reitor, que, com um franzir de sobrolho, 
mostrou claramente a contrariedade que ele lhe fazia experimentar. 
Esteve para surgir entre o centeio e mostrar-se aos enlevados 
personagens deste idílio infantil, severo e terrível, como o velho 
vulto do gigante Adamastor, nas estâncias do grande épico. 
Pôde, porém, conter-se e constrangeu-se a observar a cena, com mal 
reprimido desagrado. 
A pequena, que estivera por muito tempo inclinada sobre o livro,"
BLOCO XXIII;Júlio Dinis;"como a lutar com alguma dificuldade de leitura, que procurava 
vencer por si, acabou por fazer um gesto de impaciência, e, 
apontando com o dedo a palavra da dúvida, colocou a página diante 
de dos olhos de Daniel, perguntando-lhe: 
— Isto que quer dizer? 
Daniel olhou por algum tempo para o livro, e afinal respondeu: 
— Cataclismo. 
— E o que vem a ser cataclismo? 
Daniel ficou embaraçado. A falar a verdade, ele não sabia bem o que 
era cataclismo. Não teve coragem para o dizer francamente e 
titubeou: 
— Cataclismo... sim... cataclismo é... sim... eu sei o que é... agora 
para to dizer é que ... Cataclismo... 
O reitor apesar da posição crítica em que estava, não deixou de se 
zangar lá consigo, ao ver um discípulo seu não poder desenredar-se 
de tais dificuldades filológicas. 
Margarida, que era este o nome da pequena, adivinhou a causa da 
hesitação de Daniel e delicadamente lhe pôs fim, olhando outra vez 
para o livro e continuando a estudar em silêncio. 
Daí a pouco voltou, porém, a consultar o seu pequeno mestre. 
— E isto? Como se lê? 
— Metempsicose - foi a reposta de Daniel 
— E o que vem a ser? 
Desta vez ainda o embaraço de Daniel era maior. Nunca ele soubera 
o que fosse metempsicose, e, como pela segunda vez se"
