titulo;autor;texto
BLOCO XI;José do Patrocínio;"No meio do rebuliço e pânico geral, que esvaziara, como que por encanto, o vasto casarão,
deixando-o entregue à sua habitual tristeza de esfinge, só um homem se manteve diferente ao
que se passara - o vigário Paula. Durante o espetáculo persistira em seguir com o olhar um
rapaz claro, de barbas e cabelos louros, corpo desbastado e esbelto, e cujos olhos insistiam em
uma atenção contemplativa ao grupo formado pela filhas de Queiroz e Irena Monte. Em uma das
ocasiões o olhar do vigário encontrou-se com o do moço, e este mostrou-se dominado por um
vexame profundo.- Conhece o Augusto Feitosa? - perguntou ele a Eulália.- Sim, muito - respondeu-lhe a moça distraidamente - já o vi aqui.
Paula concluiu logo que a pertinácia daquela contemplação tinha Eulália por alvo. Lembrou-se
de que entre Irena e o rapaz interpunham-se dois séculos de ódio incansável entre as suas
famílias; as outras filhas de Queiroz não pensavam ainda em corresponder a galanteios. A sua
suspeita, pois, não demorou em tornar-se uma certeza dolorosa, e o vigário ficou sombrio como
quem acaba de ouvir as derradeiras palavras de um ente caro.
No jantar em casa de Queiroz, enquanto os outros, mastigando com o apetite sertanejo grandes
pedaços de assados, riam comentando o espetáculo, ele se conservava mudo a olhar
indiferente.
- Estou incomodado dos nervos - pretextou para explicar a tristeza.
À tardinha, quando na igreja distribuiu os lugares do andor da Virgem, ao passo que se dirigiu a
todas com meiguice, dizendo palavras amáveis, ao chegar a Eulália, os seus olhos fuzilaram, e
foi com um tom repreensivo e um gesto de contrariedade que lhe disse bruscamente:- A senhora também.
Ela o ouviu com estranheza, mas agradecida: não seria apontada, estava entre as virgens de
Nossa Senhora. E sentia-se feliz caminhando para esse lugar de honra.
A procissão desfilou esplêndida no seu luxo de fé e contrição, sob os olhos do vigário que
espiava de preferência o andor da Virgem, sobre os ombros de quatro donzelas. Entre elas
figuravam Irena e Eulália, esta agora livre do olhar contemplativo de Feitosa. Paula estava"
BLOCO XII;José do Patrocínio;"tranqüilo, mas de repente parou e, brandindo o crucifixo que tinha entre as mãos, resmungou
com uma entoação angustiada:- Ainda aqui, e eu não posso matá-lo!
Esta explosão de cólera tinha sido provocada por Augusto Feitosa, que se colocara ao lado do
andor, e, contrastando com a fúria do vigário, abandonava-se à grande paz da multidão, que
percorria devotamente as ruas do povoado.
Era um espetáculo imponente de singeleza; a crença mergulhava os espíritos num enlevo, que
era como um esquecimento da vida, uma aspiração infinita de um sono profundo, como deve
ser o dos arcanjos na tepidez das suas asas brancas, na calma da bem-aventurança. Os
cânticos, com as notas finais muito prolongadas, trêmulas de contrição, aumentavam esse gozo
suave, abafando os ruídos do vento nas árvores e os mugidos tristes das boiadas famintas das
cercanias.
O crepúsculo trepou em vão pela face da sombra a ostentar o seu corpo vermelho como um
campo de recente batalha, e em vão nele dissolveu os tons variegados, vivos, de cambiante
indescritível. A alma do sertanejo, deixando escoar toda a sombra que, havia três meses, a
escurecia, empanava todo esse brilho, toda essa grandiosa ostentação fidalga e caprichosa de
colorido e luz. Para ele se conservava ainda a escuridão promissora, cheia de encantos para
sua imaginação, como as faces da rainha de Sabá para a delirante paixão do rei-poeta. A treva
era um prêmio da sua fé, a condensação das suas preces tristonhas, e estas ainda ele as
conservava inteiras e vivazes.
Não via senão as imagens do Cristo e da Virgem, e estas exalavam tanta doçura, tanta
consolação, de seus olhos amortecidos pela dor, das suas faces maceradas pela resignação,
que era impossível alguém pensar nas ameaças temerosas do verão.
Mas, ao dobrar uma das esquinas, a procissão quase que recuou. Estava de pé um homem, alto
e magro, dessa magreza que é o extrato da robustez. Seus olhos negros, esbotocados, como"
BLOCO XIII;José do Patrocínio;"grandes laivos de sangue, tinham a vivacidade convulsiva da loucura; os cabelos grandes,
emaranhados e muito grisalhos, atufavam-se sobre a cabeça, como um turbante de estopa.
Descalço, com as roupas estilhaçadas e sórdidas, esse homem parecia um vômito da penúria
deposto aí para envilecer a devoção.- Mau, mau - rosnava-se -, vizinhança de doidos é como traseira de poldro xucro; cuidado! 
diziam os fiéis, desviando-se dele receosos.- Coitado! - murmuravam as mulheres - Como anda agora desprezado o pobre Joaquim Maluco!
A gente não sabe para que tem filhos.- Qual coitado nem meio coitado - respondia-se-lhes. - Está com o diabo no corpo: te esconjuro!
Hirto, embasbacado, a alguma distância das casas da rua, braços cruzados sobre as costas,
imóvel como uma estátua, o doido contemplou por largo espaço o desdobramento luminoso do
préstito; mas, quando passou o primeiro grupo de virgens, vestidas de branco, com as cabeças
cobertas com toalhas alvíssimas, sobressaltou-se e, fundindo em lágrimas, rompendo em
soluços, ajoelhou-se com as mãos postas levantadas sobre a cabeça.- São os anjos - repetia o desgraçado -, são os anjos que vêm buscar minha filha.
A sua voz, com a inflexão despedaçada do desespero, mudou o temor geral em compaixão;
todos esqueceram a antipatia supersticiosa para homologar a sua angústia.- Não se esquecerá nunca, o desgraçado! - diziam os paroquianos.
E contavam o caso baixinho aos que não sabiam:
O velho era o Joaquim Mateiro, honrado como os que o são. Um dia soube-se na sua casa que
a filha mais velha estava grávida e confessava que o seu amante era o defunto vigário, que a
seduzira pela quaresma, ao confessá-la no dia das Dores. O Joaquinzinho, irmão da seduzida,
calou-se e saiu com a sua espingarda de caça. A matriz estava aberta e o vigário celebrava a
missa, já no ponto de levantar a hóstia. Impelido pela alucinação, o moço levou a arma ao rosto
e desfechou um tiro contra o vigário, mas a bala apenas varou a hóstia e foi cravar-se na
imagem de Nossa Senhora, que estava em frente. Desarmado, perseguido, doido de
indignação, o moço correu até a casa, e, no meio da estupefação geral, armou-se com a sua
faca de mateiro e cravou-a até o fim da lâmina no coração da irmã. O suicídio concluiu essa
tremenda tragédia, e o pai, não podendo resistir a tamanha dor, enlouqueceu."
BLOCO XIV;José do Patrocínio;"Os grupos de virgens continuaram a desfilar, e o velho, sempre de joelhos, repetia a sua frase
de alucinado, sentida e comovente. Subitamente, porém, levantou-se e, caminhando até o meio
da ala, atirou para o andor da Senhora da Piedade uma blasfêmia horripilante:- Parem; os anjos da minha filha, os anjos de Deus não devem carregar esta alcoviteira do
vigário. Parem, parem!- Virgem Mãe de Deus! - bradaram centenas de vozes.- Perdão, perdão!- Mãe de Deus, não! Não! - gritou o doido. - Foi ela, a malvada, quem disse à minha filha: ""vai,
escuta o vigário"".
Os cânticos cessaram, e a massa popular inteira caiu de joelhos, enquanto um grupo arrastava
para fora o doido, que se debatia com a força de um tigre uivando amordaçado por mão
possante.
As claridades do sol posto bruxuleavam no ocaso como uma fresta iluminada por onde algum
ente sobrenatural espiasse para a terra. Reinava um silêncio tumular em torno das imagens, que
pareciam mais tristes.- Agnus Dei qui tolis peccata mundi - cantou por vezes o vigário, com voz trêmula e comovida,
até que o povo lhe respondeu com uma entoação dolorosa:- Miserere nobis.
Passou finalmente o estupor e a procissão prosseguiu, envolta em cânticos tristes, repassados
da fé ardente que a violenta comoção havia produzido. Sentia-se a contrição profunda dos
espíritos no tom das singelas melopéias, que buscavam dar à Virgem um desagravo solene; e
foi sob o influxo deste sentimento que o préstito entrou no templo, já noite fechada, à luz
ondeante dos archotes.
Soprava esperto vento de leste, pondo um farfalho tépido nas gravioleiras dos quintais. A
pardacenta homogeneidade das nuvens rompera-se em grandes rasgões, onde luziam estrelas
com o alegre contraste das moitas de mimoteias no escuro dos brejos. Dir-se-ia, enfim, que
desde o crepúsculo tinha cessado a hospedagem divina, tanto o aspecto do céu prognosticava
agora a volta dos luares imaculados e dos dias ardentes, de um esplendor perdulário.
Mas a cegueira benéfica da fé adiou a dolorosa desilusão. Embebida nas harmonias
acariciadoras dos salmos melancólicos, torturada pela cena do agravo da Virgem, mas certa do"
BLOCO XV;José do Patrocínio;"perdão, a multidão volveu às suas moradas sem reparar que o dia de São José tinha passado
sem chuva. A contrição e a esperança enchiam-lhe o pensamento.
O vigário, porém, saiu da igreja sombrio e intratável, sem ter feito prédica.- Tenho o inferno na cabeça - disse ao sacristão. - Arrebento.- Como não, sr. vigário? Aquele endemoninhado...- Sim, o endemoninhado; mas há piores do que ele, e não obstante vivem.
Quando chegou a casa, o seu coração de misantropo sangrava como as veias de um estóico
dentro do banho suicida. Os movimentos automáticos traiam a inconsciência do delírio; as
pupilas negras nas córneas avermelhadas lembravam manchas de gangrena e pareciam querer
saltar das órbitas. Estouvado e brutal atirou com o chapéu sobre a mesa; bateu com as janelas,
e pisando forte e compassadamente, pôs-se a passear com uma regularidade de pêndulo. A
mobília pobre de jacarandá lustrado, com o seu canapé forrado de sola, parecia ter medo. A
mesa grande, no meio da sala, como que recuava diante dos seus passos. Um pequeno, que
vinha sempre ajudá-lo a despir-se, entrou e, sem ousar interrogá-lo, saiu deixando um castiçal
sobre a mesa.
Só, estrangulando-se com o seu despeito, o vigário, com o olhar fixo de um gato à espreita,
andava, de extremidade a extremidade da sala, de quando em quando segurando a batina,
sacudindo-a como um tigre os varões de ferro da sua gaiola.
De repente, porem, parou, levantou os punhos cerrados e a cabeça com uma expressão
compungente de desespero e de angústia. Como se pulsos de aço o impelissem e
subjugassem, cobriu o rosto com as mãos espalmadas e deixou-se cair sobre uma cadeira, com
a fronte sobre a mesa.- Sr. vigário - murmurou da porta o pequeno - mandam chamar vosmecê da casa do sr. Queiroz.- Diga que estou doente; não posso ir a pagodes. Não me traga mais recados; safe-se.
O pequeno, estremecendo de susto, retirou-se de pronto, mas, antes que tivesse chegado à
porta da rua, ouviu de novo a rude voz do seu amo, já menos colérica:- Ouça; pergunte de quem trouxeram o recado.- Da sinhá Eulália - respondeu de fora uma voz de mulher.- Estou doente - repetiu. - Demais não faço falta - e sacudindo a cabeça -; quer divertir-se à
minha custa. Víbora!
A última palavra foi proferida com um engasgo de cólera demente, e o vigário, como que
admirado de si mesmo, cruzou os braços sobre o peito e ficou a olhar estatelado."
BLOCO XVI;José do Patrocínio;"II
Eulália recebeu o recado no seu quarto de dormir, para onde se recolhera com Irena. Tinham
mudado a roupa, e sentadas, Eulália sobre uma caixa de cedro, Irena encostada na rede,
conversavam pequenas futilidades, enquanto descansavam das fadigas da devoção.
Uma vela escura de carnaúba, num castiçal de ferro, ardia na extremidade da caixa; um espelho
de guarnição de pinho forrado de papel com ramagens verdes e umas flores de miolo amarelo e
corola acinerada, reproduzia de quando em quando os traços de Irena aos morosos vaivéns da
rede. O desalinho das saias brancas muito engomadas, um vago cheiro de alfazema, a pobreza
asseada do quarto, acirravam nas duas moças a necessidade de contarem intimamente o que
viram, o que sentiram:
A freguesia nunca estivera tão bonita; como que não tinha ficado uma só pessoa em casa.
Estavam todos fora de si; quanto contentamento! As mães e as irmãs nem davam pelo peso dos
marmanjões que traziam nos braços. É que eram muito fortes e sadias. A praça parecia uma
caldeira fervendo; que barulho enorme! Os homens vestidos de ceroulas aniladas, a que se
sobrepunham as fraldas das camisas, também, muito azuis do anil, com os seus chapeirões de
couro, os pés grandes e esparramados nas alpargatas, faziam rir com a sua originalidade
primitiva. Os outros, vestidos de perneiras, véstia e guarda-peito de couro muito cheios de
bordados, com o chapeirão no alto a cabeça, lembravam dias de ferra, em que todos perdiam a
cabeça, e doidos metiam a galope os cavalos, em risco de serem varados pelos chifres do gado
barbatão. Mas nada como as matutas com os seus cabelos longos, corredios e lustrosos, muito
negros, trançados em cruz do alto da cabeça à nuca! Que dentes tão alvos, tão pontiagudos, tão
bem limados! E que bem feitos corpos, modelados pela compressão das barbatanas na cassa
muito viva dos seus vestidos afogados, de mangas curtas, deixando ver completamente nus os
seus braços carnudos! Na igreja e durante a procissão, escondidas as cabeças em toalhas"
BLOCO XVII;José do Patrocínio;"muito rendadas, eram todas formosas. Só se lhes via os rostos num oval traçado por junto das
órbitas até a ponta do queixo, e assim ficavam mais salientes os seus negros olhos piedosos, as
narinas intumescidas, os lábios grossos e rubros, os traços rudes, mais nobres, de mulheres
enérgicas. Mas o pior fora o doido; por que o deixavam sair? Por que o não acariciavam em
casa, coitado? Era digno de dó; ficou maluco por amor dos filhos; deviam tratá-lo melhor os seus
parentes.
Foi, interrompendo esta conversação amiga, que as duas moças ouviram o recado de Paula,
transmitido com uma fidelidade grosseira; e ambas surpreendidas perguntaram qual a doença
do vigário.- Parece que é raiva; ele batia muito com os pés; gritou com o José, e disse que não lhe
trouxessem mais recados.- Há de ser doença, a vista do doido talvez - ponderou Irena quando ficaram de novo sós -, ele
nem pregou o sermão.
Eulália conservou-se silenciosa por algum tempo, a sacudir as pernas que rugiam na saia
engomada, e a olha distraidamente com as pálpebras meio cerradas. Os olhos azuis de Irena,
preguiçosos como águas represadas, muito fundos no seu rosto sóbrio de carnação, como os
dos arcanjos de mármore, e muito proporcionado à sua estatura mediana e corpo franzino; os
olhos de Irena envolveram Eulália numa tácita interrogação.
Não havia entre elas segredo, eram amigas desde pequenas, porque foi como pensionista de
Francisco de Queiroz que Irena aprendeu a ler. Desde então a vivacidade de uma temperava-se
com a bonomia da outra, e Irena tonificava o seu ânimo predisposto a ser dominado com a
altivez de Eulália, que era a sua força, a sua inspiração, a sua consciência. Tinham intimidades
desveladas, maiores do que as de irmãs, e não obstante Eulália calava-se!- O que tem você? - perguntou Irena admirada. - O vigário deu-lhe alguma penitência má?- Nem eu mesma sei o que tenho - respondeu com alguma demora. - Estou a pensar no vigário,
na sua raiva, e, de mistura com ela, no Joaquim Maluco.- Então a raiva é com você?- Parece.
Pôs-se então a contar a cena da igreja, a ida para o Engenho mal-assombrado, os galanteios,
as delicadezas excessivas que por muitas vezes a tinham feito pensar, mas que nunca a"
BLOCO XVIII;José do Patrocínio;"impressionaram muito, porque todos que viam e ouviam aplaudiam muito o vigário. Agora todas
essas bondades tinham-se mudado repentinamente em grosserias para com ela, em maneiras
desabridamente descorteses. Entretanto nunca o desrespeitara; tinha crescido aos seus olhos,
estimava-o, e ainda hoje beijava-lhe as mãos. Seu pai repetia-lhe sempre que o vigário era o
seu maior amigo, e contava-lhe que tinha sido seu decurião; que viveram sempre como viviam
elas duas. ""Há quem murmure do Paula - tinha-lhe por várias vezes dito - , mas é que o não
conhecem bem; chamaram-no frio e mau, porque é reservado e sério; no fundo, porém, muito
boa alma.""- Eu, pois - concluiu Eulália -, não lhe podia dar motivo para ser maltratada, e por isso mesmo
ressinto-me.- Mas não dê importância; é que ele anda aborrecido. Trata você como filha, e não repara no
que diz e no que faz.- Seja - respondeu Eulália, sacudindo os ombros. - E mudando de tom: - Não sei por que estou
só a pensar no Joaquim Maluco.- É outra asneira; o que ele diz não ofende a Deus; é doido.
Chamaram por elas; saíram, pois, dissimulando os vestígios da pequena contrariedade. Mais
uma vez na sala, no calor do jogo de prendas, no esquecimento do ""medir fitas"", do ""tirar do
poço"", do ""se minha boca fora condessa"", da ""caixinha dos três desejos"", Eulália retraiu-se e
conservou-se pensativa.
Sofria sem saber por que, mas sofria; e como que se sentiu aliviada de um peso na hora em que
a reunião se dissolveu entre felicitações pela chegada do inverno.- Não pense mais no vigário nem no doido - disse-lhe Irena ao sair -, sonhe comigo.
Eulália acolheu bondosamente o pedido da amiga, e passado pouco tempo, resguardando
apenas pela camisa de morim fino o seu pudor virginal à curiosidade do espelho, sacudia os
ombros, alongando o lábio desdenhosamente, e metia-se na sua rede para dormir.
Lá fora luziam as estrelas com a tranqüilidade de um emboscado seguro do descuido da vítima.
III
Quando já não se ouvia o som de nenhuma passada de transeunte, um jato de luz entornou-se
na sombra da praça. Escoara-se da janela da casa do vigário, que vinha de quando em quando"
BLOCO XIX;José do Patrocínio;"debruçar-se ao peitoril, interrompendo assim um passeio automático. O seu semblante, se bem
já alguma cousa serenado, dizia que ele ainda estava sob a mesma impressão; que o seu
pensamento continuava a pairar sobre a imagem de Eulália, profanando-a com um beijo de
sátiro.
Cálculos temerosos enovelaram-se e desdobraram-se-lhe no cismar delirante; às vezes parava
de chofre e sorria, outras vezes tomava o ar grave de quem aconselha, ou o aspecto carrancudo
de quem ameaça; finalmente, ajoelhando-se, exclamou, como quem calcula o efeito de uma
cena romântica:- Responder-lhe-ei: porque te amo
Este epílogo era inteiramente real. O coração frio de Paula fora aquecido aos poucos,
insensivelmente, como num banho-maria, à luz dos olhos vivos de Eulália. Íntimo de Francisco
de Queiroz, acompanhara todas fases do desenvolvimento daquela formosura lapidar de estátua
grega. Quando voltou dos estudos no seminário tinha 22 anos e Eulália apenas cinco. Era então
muito dada com todos, muito afável, e gostava de sentar-se no colo dos hóspedes para correr
lhe a mão macia pela barba. Foi crescendo, crescendo, e, sempre a dobrar de beleza e de
afabilidade, ainda aos 11 anos vinha intrometer-se entre os joelhos de Paula, então coadjutor da
paróquia. Ele, acariciando-a, corria-lhe a mão pelos cabelos, pela face e pelo colo, onde a
demorava, sentindo-o intumescido pela primeira efusão da puberdade. Ela pagava-lhe os
afagos, encostando-lhe a face morena sobre o ombro, e perguntando-lhe com um olhar de
cordeiro e um tom muito suave, por que é que ele não tinha uma filha para brincar comigo;
gostaria mais dela do que das bonecas que lhe davam e que suas irmãs pequenas quebravam.
Depois vira-a, à medida que seus vestidos iam aumentado, diminuir as suas carícias, tomá-la
um retraimento delicado, limitar-se a um beijo na sua mão grande de atleta e às perguntas pela
sua saúde e pela concorrência às missas. Então este beijo, aquecido por um hálito perfumado,
enfeixava, como raios num foco, tudo quanto ela lhe dera nas despreocupações da meninice."
BLOCO XX;José do Patrocínio;"Viveu assim satisfeito, sob o domínio de uma paixão acomodada, cujo egoísmo se limitava a
uma espécie de fanatismo religioso, mas calmo, semelhante aos dos monges pelas santas dos
seus conventos. Mais tarde sobressaltou-se muito: Eulália estava com 16 anos, e seu próprio
pai falou-lhe em casá-la.
Todas as torturas do ciúme assaltaram-no inopinadamente com o ímpeto de uma legião, com o
desespero da impotência ofendida. Mas a sua boa estrela veio-lhe em auxílio: a mulher de
Queiroz morreu de parto, e Eulália jurou não casar-se antes que sua irmãzinha estivesse criada:
um marido podia tirá-la de junto do berço da órfã, e isto mata-la-ia.
Paula descansou na resolução de Eulália; conhecia a energia do seu caráter, ardente como o
sol, e infalível como ele. A heroicidade do seu voto havia já quatro anos embalsamava-lhe a
virgindade e nunca a mais insignificante falha sobreviera. Dai aumentar-se o culto silencioso do
vigário, que só ultimamente começava a querer patenteá-lo à maioridade da sua amada. Era,
pois, sincero, quando, de joelhos, exclamou- Porque te amo.
Veio então recostar-se à janela, enxugando, com a ponta dos dedos, talvez as primeiras
lágrimas que tinha chorado depois do dia em que fora sagrado sacerdote. O vento soprava com
maior intensidade; era quase violento, dissolvendo as nuvens ou acumulando-as em castelos
opalados na curva do ocaso. Já não havia escuridão, mas um leve esfumarado, através do qual
via-se o profundo azul do céu nítido e estrelado, como a cauda de um pavão enorme.
A solidão esbatia-se na sua esmagadora integridade, cheia de evocações misteriosas e de
temores sobrenaturais, e do meio dela levantava-se, negra, como o futuro, silenciosa como o
além-túmulo, a massa agigantada do cruzeiro do cemitério, nu e desornado, com os seus paus
a-pique muito conchegados, como se fossem um quadro de esqueletos pulverulentos acostados
e unidos para se aquecerem da frialdade do relento. A paróquia inteira parecia dormir. Só uma
criança da vizinhança esgoelava um choro birrento, estrídulo, inconsolável, apesar de uma"
BLOCO XXI;José do Patrocínio;"acalentação monótona, paciente como de um sonâmbulo, que se ouvia quando o berreiro
descaía em soluços.
Jazeu aí por largo tempo; mas as corujas com os seus ululos tristes começaram a chamar-se
para os amores nas trevas; os cavalos puseram-se a soprar os seus bufos rumorosos, e
batendo os chocalhos, enchiam o espaço de estridentes relinchos, enquanto os galos da
vizinhança cantavam profiada e prolongadamente.
Paula estremeceu involuntariamente e, endireitando-se, aprumando-se em toda a sua estatura,
olhou para o céu, já sem as pegadas da tormenta, e com a voz rude, repassada de perversidade
satânica, resmungou, balanceando o corpo:- Bom, não temos inverno, ai vêm a fome e as epidemias; isto vai ficar um inferno. Mas também
quanto orgulho vai ser quebrado - acrescentou sorrindo -, quanta baixeza surgir!
Fechou pacificamente as duas janelas, e tomando da vela, que já se aproximava do fim, entrou
no seu quarto, que abria sobre a sala. Já em trajes de dormir, sentou-se à beira da sua rede, de
grandes franjas azuladas, pouco suspensa do chão, e persignou-se olhando de face um Cristo
esgrouviado, sarapintado das moscas, e que parecia não querer encará-lo, tão pendida tinha a
cabeça.
Alguns minutos depois o vigário resfolegava a respiração compassada de quem dorme um sono
tranqüilo. A vela ardendo dentro do bocal, ora abatia a chama, ora exalava clarões esverdeados
como a luzerna de um vaga-lume.
IV
A placidez do sono desdobrou-se-lhe por sobre os atos do dia.
De manhã o vigário levou a aconselhar fé e resignação aos seus vizinhos, que se mostravam
aterrorados vendo o estio restituído à sua ominosa soberania, constringindo a vegetação com a
força dos arrochos da jibóia. Mostravam-lhe o céu límpido, o sol triunfante, e ao longe as
maçarandubas desfolhadas, com os galhos pendentes como os braços de um cadáver"
BLOCO XXII;José do Patrocínio;"levantado pela cintura.
Não era mais possível a esperança; urgia tomar destino.- Até junho, objetava ele, não há de que desesperar; não virão grandes chuvas, mas sempre
darão para plantar vazantes de feijão e milho; já não se morrerá de fome. Haverá penúria, é
verdade, porém maior castigo merecem os nossos pecados.
Foi dizer a missa muito sereno, e, cheio de bom humor, ouviu na sacristia as lamentações do
velho sacristão, queixando-se de que os pobres já não podiam viver. Ainda ontem comprara
rapaduras à pataca; hoje lhe pediram um cruzado, e era se ele quisesse, apesar de serem
salobras. Comia-se já a farinha com parcimônia do mariscar dos pintos, e a carne estava pela
hora da morte. Ainda o que lhe valia era algum dinheiro que o sr. vigário dava à sua afilhada;
mas, se a seca não parasse, já estava prevendo que morreriam de fome.
O vigário consolava-o com bonomia: - A paciência é a maior das virtudes. De hora em hora
Deus melhora.
Já a sair pela porta lateral, Paula teve um movimento brusco, e gritou para o sacristão:- Ó Marciano! Pode começar a desarmar os andores e pôr os santos nos seus nichos.- Então o sr. vigário espera...- Sim, sim, havemos de ter inverno.
E saiu com o seu passo demorado e firme, dando a mão a beijar aos pequenos que iam para a
escola, e, descobrindo-se ao vê-lo, corriam ao seu encontro como para um pai.
Na porta da venda do Antão Ramos, um sovina que se valia da sua autoridade de inspetor para
cobrar dívidas, parou ao ver a rusguenta autoridade com um chapéu de palha à cabeça, mangas
arregaçadas, vendendo aguardente a dois cabras.- Bom dia, sr. inspetor - disse sorrindo. - Vai cobrar agora os fiados, hein? Felizardo! A vida é
para você.- Muito bom dia, sr. vigário... Mas eu não espero; o inverno não parece ainda vir desta.- É por isto mesmo; a seca é o seu inverno; com ela chove-lhe mais em casa.- Qual! Outros serão os felizes.- Vá, vá chorando; lá diz o ditado: quem não chora...- ... não mama - concluiu o inspetor Antão a rir e a endireitar as ceroulas, levantando-se em
bicos de pés sobre os tamancos e pendendo-se ao umbral, para onde viera. - Antes falasse pela
boca de um anjo, sr. vigário.- Para que houvesse seca, hein?- Não, senhor; para que me chovesse em casa.- Tire o telhado, sr. cauíla.
Antão e os fregueses riram muito desse pedacinho do sr. vigário: muito boa saída.- É assim às vezes - ponderou Antão. - Mas quando anda casmurro, não dá nem palavra.- Mas é homem de repentiva - ponderou um freguês.- Dizendo um sermão - acrescentou o inspetor - é de fazer tremer e chorar um homem. Danado!
A gente nem se lembra do que rosnam dele com a filha mais velha do sacristão; chora mesmo
para ai.- Isto, quanto mais desabusados, mais temíveis."
BLOCO XXIII;José do Patrocínio;"O vigário, sempre no seu passo demorado e firme, continuou a andar pela mesma face da
praça, até que parou a uma das janelas da casa de Queiroz.
Uma toada alegre escoava-se: era um uníssono de vozes infantis, cristalinas e ternas, solfejo do
A, B, C, essa escala singela das grandes composições do gênio. Os meninos, sentados em
longos bancos de pau, já muito gastos pelo tempo, faziam movimentos ocultos de desatenção,
moviam os lábios, por detrás do livro aberto, em conversas rápidas, que terminavam às vezes
por visíveis ameaças, tentavam beliscar-se, careteavam, mas a toada impulsiva dissolvia tudo
isso, deixando apenas substituir o eco do alfabeto, da tabuada e das leituras do Catecismo e do
Expositor, como um hino grandioso ao trabalho.
Ao fundo da sala, numa alta cadeira de braços, junto a uma grande mesa, em torno da qual
assentavam-se alguns meninos escrevendo e fazendo contas em lousas negras, Francisco de
Queiroz, dobrado o corpo numa curva ampla, proferia censuras aqui e gabos ali,
maquinalmente, com o hábito de 22 anos de ensino. Os seus olhos negros, metidos numas
órbitas muito fundas, que lhe tornavam as pomas ainda mais salientes, jorravam luz e confusão
no espírito das crianças. A voz alteava-se-lhe com a severidade claustral dos velhos mestres, e
sua mão desenvolvida, de quarentão reforçado, empunhava uma régua com movimentos
nervosos de impaciência.- Deus esteja nesta casa - exclamou o vigário. E como os colegiais se pusessem em pé: - Deus
os abençoe; continuem a trabalhar.- Entra, Paula, já vou lá ter - disse o professor.
O vigário atravessou a sala e entrou na de jantar, que ficava próxima.
As filhas de Queiroz trabalhavam também: as duas menores lendo muito atentas junto da mesa,
Eulália e Chiquinha crivando em travesseirinhas vermelhas. Só a pequenita, a caçula, brincava
sentada numa banca a ninar uma boneca, de vez em quando dirigindo a sua velha tia, que fazia
renda ao pé de si, observações sobre a filhinha manhosa. Um desalinho asseado revestia da
respeitabilidade do lar as pessoas e os objetos."
BLOCO XXIV;José do Patrocínio;"Paula cumprimentou-as com o melhor dos seus sorrisos, a receber beijos na mão grande e
carnuda.- Pensei que estava mal conosco - disse Eulália. - Não quis vir tomar café ontem.- Ah! Sim, ontem estive doente; os miolos estalavam-me; não sabia o que dizia; fiquei quase
doido.- Pareceu-me que o sr. vigário padecia desde a tarde, antes da procissão.- Antes, muito antes; adoeci lá no Engenho; aquele espetáculo. .- Pois nós todos gostamos e muito - interveio Chiquinha.- É verdade, faz medo, mas é bonito - acrescentou Eulália. - Hei de ir sempre ver.
- Quem vai a senhora ver? - disse Paula fingindo-se distraído.- O Feiticeiro.- Não vale a pena o trabalho: feiticeiros encontra-os a cada canto.
O vigário refreava-se, mas nem por isso a inflexão da sua voz passou despercebida para
Eulália, que levantou os olhos das suas carreiras de crivo, e fitou-o penetrantemente. A
dissimulação, porém, fechou de todo o pensamento do vigário no incompreensível, e Eulália,
sorrindo maliciosamente, calou-se.
A conversação travou-se então entre o vigário e d. Ana, a respeito da seca, e Paula profetizou
como irredutível o tremendo flagelo.- Vai ser um ano de penúria e de fome. Não há que ver, julgue por hoje: são dez horas, e o sol já
queima como brasa; olhe para tudo e note: as árvores têm o ar de quem se despede.- Mas Deus é piedoso, sr. vigário - disse a boa da velha com a sua voz de apática; - ele há de
ouvir os nossos rogos.- Ouvir?! Para isto era preciso que não o fizessem surdo com os pecados; mas não é assim
infelizmente. Nem junto ao andor da Virgem Mãe de Deus, d. Ana, nem aí há respeito pela
religião!...- Ah! Sr. vigário, é um doido, um endemoninhado.- Não é dos doidos que falo, é dos que têm juízo.
Eulália corou como se fosse ré, ao passo que suas irmãs e a velha d. Ana encararam o vigário e
olharam-se mutuamente, enquanto Paula regozijava-se com o efeito da sua perversidade. Tinha
ferido fundo, a julgar pelo espanto geral e a mudança rápida de Eulália. E então aquela alma
ulcerada pelo despeito, com a autoridade da hipocrisia respeitada, sedenta de vingança, gulosa
de crueldade, repetiu solenemente:- É o que lhes digo, junto do andor da Mãe de Deus falta-se com o respeito à religião!
Eulália continuou com a cabeça baixa; o moreno corado das suas faces tomou um colorido
ictérico, os olhos arrasaram-se-lhe de lágrimas, a sua respiração começou a fazer-se a longos
haustos, e a força de dissimular o que sofria quase a obrigou a dar um grito. Sentia ódio e
desprezo pelo vigário, e, encarando-o sorrateiramente, mostrava que a impelia o desejo de
esbofeteá-lo, calcá-lo aos pés como um inseto asqueroso. Aquelas palavras, que lhe eram"
