titulo;autor;texto
POEMA - EVANGELHOEALCORÃO;Augusto de Lima;"Num tom de voz, que a piedade ungia,
falava o padre ao crente do Alcorão,
que no leito da morte se estorcia:
“Implora de Jesus a compaixão.
Deixa Mafoma, ó filho da heresia,
e abraça a sacrossanta religião
do que morreu por nós...” e concluía:
“Se te queres salvar, morre cristão”.
Ao filho de Jesus o moribundo
ergueu o olhar embranquecido e fundo
onde da morte já descia o véu.
Mas logo se estorceu na ânsia extrema
e, ao ver da Redenção o triste emblema,
ruge, expirando: “Alá nunca morreu!”"
POEMA - CÓLERA DOMAR;Augusto de Lima;"A Assis Brasil.
Disse o rochedo ao mar, que plácido dormia:
“Quantos milênios há que, tu, negro elefante,
tragas covardemente esses, cuja ousadia
se arriscou em teu dorso enorme e flutuante?”
O mar não respondeu; mas um tufão horrendo
cavou-lhe a entranha e fez estremecer de medo
o coração do abismo. Então o mar se erguendo,
atirou um navio aos dentes do rochedo!"
POEMA - OS FERREIROS;Augusto de Lima;"Ó vultos varonis, resplandecentes
ao rutilar fecundo do trabalho,
que à pobreza buscastes agasalho
nas forjas inflamadas e candentes:
Sois os Messias, que ensinais às gentes
a despir do Passado o vil frangalho:
rompe um sol, cada vez que tomba o malho,
porque sois outros tantos orientes.
Fazei rolar a esplêndida cascata
do trabalho incessante pelas vasas
das rochas da Matéria, a progredir...
Que essas chispas ardentes, que desata
vossa bigorna, orvalho são de brasas
para a flor luminosa do Porvir."
POEMA - OINQUISIDOR - PARTE I;Augusto de Lima;"A Léo de Affonseca.
O grande Inquisidor escreve à luz de um círio:
corre de seu tinteiro o sangue do martírio.
Súbito, uma mulher acerca-se da mesa
e prostra-se: “Senhor! um dia a natureza
bradará por meu filho, a vítima inocente,
que amanhã vai ser posta à morte iniquamente!
Da sentença riscai, com generoso traço,
o confisco, o pregão, o anátema e o baraço;
e mandai demolir a forca que abre a cova
à decrépita mãe, à esposa ainda nova
e a três filhos, Senhor, entes que Cristo adora!
A maldição não tisna, é certo, a luz da aurora,
e nem pode manchar a fronte encanecida,
que a tarde da velhice é a aurora da outra vida.
Como Xerxes punindo o mar com ferro em brasa,
em vão buscais cortar a inacessível asa.
do pensamento: – o ideal é um lúcido oceano
e urna invencível águia o pensamento humano;
mas, se preciso for, em nome dele abjuro
a razão, a ciência, os astros, o futuro.”
Fez-se solene pausa; e com acento triste
fala o grande juiz: “Pois bem! mulher, feriste
a fibra paternal do Inquisidor austero;
volta tranqüila ao lar, pois choraste, e não quero
espalhem os clarins da vil maledicência
que a justiça de Deus mais pode que a clemência.
Acolhi teu clam"
POEMA - OINQUISIDOR - PARTE II;Augusto de Lima;"or humilde e o vão perdôo,
vai na paz de Jesus, por Ele te abençôo;
quanto a teu filho amado, ileso das mais penas,
há-de ser, para exemplo, esquartejado apenas.”"
POEMA - AVISÃO;Augusto de Lima;"A Argemiro Galvão.
Pungido pelo dente acerbo das quimeras,
o espírito sutil de um trágico poeta
quis ver a desfilar, como o antigo profeta,
em préstito solene, as porvindouras eras...
No nimbo que produz as verdes primaveras,
como no Apocalipse, um fulgido cometa
dava em ígnea legenda a formidável meta,
a hecatombe final das rútilas esferas.
Do ponto do zênite, que julgou entreaberto,
parecia bramir o velho Deus, coberto
do manto secular, roto como um espólio.
E já cuidava ver a vingadora espada
do Arcanjo, quando ouviu dar uma gargalhada
o bíblico Satã, armado de um in folio."
POEMA - UNDA ET IGNIS - PARTE I;Augusto de Lima;"Intumesceu o mar no bojo de granito.
Irado prisioneiro, as vagas encrespadas,
tumultuando atira às rochas escarpadas,
num bramido feroz, num portentoso grito:
e as algas, e os corais, e os monstros, e as sereias
das correntes febris arrastam-se nas veias.
E as vagas vão subindo... e, líquidas montanhas,
imergem no horizonte azul e transparente
os hórridos perfis, e vão ao continente,
entre um coro infernal e músicas estranhas,
as marés a ferver frementes, uma a uma,
estourar, desfazer e reduzir à espuma.
Não perde inda a esperança o rígido oceano:
um confuso ideal, um ansiar constante
lhe rói a negra entranha. Homérico gigante,
vem-lhe da luta a vida; em porte soberano,
recomeça a peleja, e as legiões de vagas
quebrar vêm-se de novo às formidáveis plagas.
Como um sombrio herói, a dormir sossegado,
sob a cota de malha inteiriça, invencível,
repousa o continente, imóvel e impassível,
aos gritos do rebelde e eterno sublevado;
e aos roucos vendavais das cóleras hediondas,
responde co’o silêncio às implacáveis ondas.
E, não podendo, então, os íngremes rochedos
de uma vez escalar, as insanas guerreiras
internam-se na rocha e,"
POEMA - UNDA ET IGNIS - PARTE II;Augusto de Lima;"insólitas mineiras,
vão devassar da Terra os íntimos segredos;
abrasam-se em seu seio, e em rudes convulsões,
arrojam-se, depois, das bocas dos vulcões!"
POEMA - VOGANDO;Augusto de Lima;"A Affonso Celso Júnior.
Desliza rio abaixo incerta proa:
ninguém a bordo: preso a duro laço,
chora um caído remo ausente braço.
Que porto busca a singular canoa?
Mas eis que além, com rápido fracasso,
um rochedo invisível a abalroa,
e momentos após, de espaço a espaço,
fragmentos soltos vão boiando à toa...
Mais infeliz do que o baixel sombrio,
vou eu singrando da existência o rio,
tendo a bordo o cadáver do Passado.
E não achar, como ele, um arrecife
que despedace as tábuas deste esquife,
na corrente sem fim arrebatado!"
POEMA - AILHADECORAL;Augusto de Lima;"A Otávio Ottoni.
Rolam no mar do Tempo anos, séculos, eras;
extinguem-se os vulcões, rompem novas crateras,
e extinguem-se a seu turno; elevam-se cidades
das ruínas, o altar das velhas divindades
é derrocado, e surge um novo culto; em suma,
a vida universal vai num batel de espuma
os seres levantando e os seres submergindo.
Mas no fundo do mar, num sonho eterno, infindo,
o paciente pólipo, o artífice fecundo,
erige lentamente a construção de um mundo.
É lá na solidão da submarina rocha,
entre o salso juncal, que o germe desabrocha
da vida elementar sob a imperfeita forma;
e eis que aos poucos se estende e aos poucos se
[transforma.
A princípio é um arbusto, após árvore grande,
mais tarde uma floresta imensa que se expande,
germina e reproduz outras tantas, e destas
irrompem triunfais camadas de florestas.
E dos turvos pegões, rasgando a úmida clâmide,
vem subindo, vermelha, a altíssima pirâmide...
Mais um século, e então converte-se em montanha;
mais uma noite, e o sol o píncaro lhe banha.
E pela vez primeira ostenta a rica flora,
e recebe o batismo esplêndido da aurora!"
POEMA - AAGONIADECRISTO;Augusto de Lima;"No instante em que Jesus soltou o extremo alento,
refere a tradição que um grande cataclismo
convulsionara o mundo, universal lamento
que a Matéria arrancou do pávido organismo.
Os planetas, o mar, a rocha, o bosque, o vento,
levados na atração de estranho magnetismo,
soluçavam de dor um tristíssimo acento.– Surgiu um osso humano, então, de cada abismo!
Pranto de sangue, o sol abandonara os ares
e em filetes cobriu a Vítima dorida,
como uma estalactite esplêndida de luz.
E o Líbano, curvando as copas seculares,
o Gólgota saudou: – ó rocha denegrida,
não és estéril mais, em ti floresce a Cruz!"
POEMA - AS LÁGRIMAS DO REGATO;Augusto de Lima;"A Alberto de Oliveira.
Na abóbada sem sol da região dos fósseis,
o regato calcário os seus meandros dóceis
desenha pelo vário e tortuoso giro.
O feldspato irisado, o severo pórfiro
e os blocos colossais do escultural basalto,
banha, circunda e enflora, e vai de salto em salto,
e vai de curva em curva, o báratro descendo,
do arbóreo cristal fluido os fios estendendo...
Um deles atravessa a gorja pétrea e ossuda
do elefante primevo, outro em lago se muda:
este vai esmaltar os veios de piriti,
aquele em gotas cai da dura estalactite,
como o leite que flui de exuberante poma;
este outro de um repuxo a esparsa forma toma.
Mas todos vão descendo em ímpeto fremente,
porque descer é sempre a sorte da corrente.
E o regato viajor no abismo solitário,
depois de completar na terra seu fadário,
lembra-se, com saudade, o mísero e mesquinho!
do tempo em que tocava a roda de um moinho;
em que ouvia da tarde as amorosas queixas,
dos salgueirais banhando as lúridas madeixas
e do sol refletindo o disco luminoso.
Quem lhe dera voltar a esse viver ditoso?
E no silêncio, então, das lágrimas supremas,
vai-se cristalizando em pérolas e gemas..."
POEMA - OPOLVO;Augusto de Lima;"Polvo da eterna Dor, debalde apertas
em teus fortes tentáculos sedentos
a humana essência, contra a qual despertas
em teu furor os vários elementos.
Por mais que o gosto em rudes sofrimentos,
por mais que em cardos os rosais convertas,
hão de ao Homem jorrar novos alentos
da consciência as termas sempre abertas.
Assim ao mar, que canta, estua e brama,
há séculos o sol, polvo de chama,
em cada raio suga-lhe uma gota.
Mas a seus pés, batidos, noite e dia,
os continentes bradam à porfia:
“Rios ao mar!” e o mar nunca se esgota."
POEMA - OAMOR - PARTE I;Augusto de Lima;"A Teófilo Dias.
Eu nunca desfolhei as verdes esperanças
sobre o lago letal do negro cepticismo,
nem nunca derramei nos álbuns de lembranças
as lágrimas fatais do velho romantismo.
Ó noites ideais dos tristes trovadores,
ó noites de luar dos trágicos Romeus,
nunca me deslumbrei nos vossos esplendores,
nunca vos decantei nos pobres versos meus.
Esse mórbido lume, algente, cor de prata,
que derramais a flux as límpidas alturas,
é um veneno sutil e pérfido, que mata
o singelo candor das belas almas puras.
Por isso, eu vos prefiro, a vós, a luz candente
do intemerato sol possante e abrasador,
entornando no mundo a ubérrima semente,
que dá vida à Matéria e aos homens dá valor.
Sim! gosto de o fitar, quando como uma benção
se derrama na fronte augusta do Trabalho,
enquanto na bigorna os metais se condensam,
ao pesado ribombo esplêndido do malho!
Quando o seio febril das massas que intumescem
da indústria universal os fetos portentosos,
do comércio ao rumor sem fim se desvanecem
na fecunda expansão dos risos jubilosos...
E, pois, o amor que canto, a sacrossanta chama,
que veste o coração de inextinguíveis galas,
não tem nem o final triste de um melodrama,
nem o fino perfume exótico das salas"
POEMA - OAMOR - PARTE II;Augusto de Lima;".
Não é o amor ideal tecido de quimeras,
o amor que se traduz nas doces cavatinas,
e vive de cantar somente as primaveras
e de sugar o mel do cálice das boninas...
O amor franzino e meigo, o amor da Decadência,
que anda nos camarins dos teatros de luneta,
cheio de pó de arroz e a rescender à essência
dos extratos sutis da fina violeta...
O leão da moda, o chique, o amor das flores belas,
que do piano aos sons nas salas esvoaça,
e ora alegre, ora triste, encosta-se às janelas,
fito o travesso olhar na rua a ver quem passa.
Eu canto o grande Amor, a eterna lei dinâmica,
que imprime movimento às fibras da matéria,
e como o Maomé, na velha lenda islâmica,
os seres arrebata à imensidade etérea.
E que, feito atração, percorre os universos,
suspendendo no espaço os mundos planetários,
e na terra do olhar das mães pendura os berços,
espargindo no lar a luz de mil sacrários.
Sim! eu canto esse amor, multiforme e complexo,
espalhado pela alma universal dos mundos,
que, num íris eterno e num eterno amplexo,
liga o azul da amplidão aos báratros profundos!
Nas entranhas da terra, assim como na dorna
borbulhando referve o vinho em borbotões,
assim ele referve, intumesce e se entorna
feito lava, depois, dos antros dos vulcões.
Sobre o leito sem fim"
POEMA - OAMOR - PARTE III;Augusto de Lima;"da movediça areia
ele faz soluçar o oceano, enternecido
aos acordes sutis das líricas sereias– e inchado às vibrações do tufão desabrido.
E quando pelo espaço, a rápida centelha
elétrica espedaça às nuvens condensadas
o monstruoso bojo em vibrações vermelhas,
expedindo trovões e raivas abrasadas;
Ele desce sutil nas asas da tormenta,
nos pingos de cristal das chuvas abundantes,
a fecundar da terra a entranha poeirenta
e a raiz secular das árvores gigantes.
Sacrossanto, profundo, imaculado, eterno,
ora é como os heróis, robusto, estóico, enorme,
ora meigo e singelo, é como o olhar materno,
fitando o doce berço onde a criança dorme.
É o amor, que sorri, que se expande, que lida
de dia, e noite vela e solícito vem
a correr fibra a fibra o organismo da Vida,
deixando em cada uma o tônico do bem.
Que o trabalho ameniza e os homens avigora
na grande robustez dos fortes corações,
e nos faz cada peito alegre como a aurora,
cada aurora o cendal de alígeras canções.
O amor sereno e bom, o grande democrata
que nivela a cabana e o paço da realeza,
liga num laço d’ouro os seios cor de prata
e os seios cor de sangue: – o heroísmo e a beleza.
Aí tendes o Amor do século"
POEMA - OAMOR - PARTE IV;Augusto de Lima;"pujante,
a portentosa lei que há de reger o mundo,
quando o sol, que hoje rompe apenas no levante,
atingir do zênite o páramo fecundo.
É forçoso que, após a morte desastrosa
das divindades vãs, fantásticas de outrora,
se eleve, como um astro, a crença luminosa
de uma igreja maior, mais forte e duradoura.
Seja, pois, o universo a grandiosa Igreja,
onde o novo ritual em pompas de Tabor
se celebre, e cada um o sacerdote seja,
e cada peito o altar da religião do Amor."
POEMA - SONHO TRANSFORMISTA;Augusto de Lima;"A Gaspar da Silva.
O giro do Ser é vário,
do Tempo ao eterno escopro.
O gozo de hoje é precário,
e foge-nos como um sopro.
Quem diz que a flor no pedúnculo
não é uma alma a cismar,
e que os brilhos do carbúnculo
não são chamas de um olhar?
A podridão é antitética:
cria os vermes e os perfumes,
e na sua treva hermética
palpitam ridentes lumes.
É uma retorta o ossuário,
em que se fabricam flores;
do humor frio de um sudário
fazem-se as tintas das cores.
É monótona a existência
antes da Dissolução;
só depois a nossa essência
paira livre na amplidão.
Ou pelo deserto lívido
vai correndo errante, errante...
ou da flor no cálice vivido
se faz perfume fragrante.
Arranquem-me a ardente túnica
da vida agitada e vã:
vejam, minha ambição única
é de ser lírio amanhã."
POEMA - OABISMO - PARTE I;Augusto de Lima;"A Alcides Lima.
Eis o monstro voraz aberto no granito,
cujo rugido o vento aspérrimo levanta;
Ugolino do horror, do antigo caos proscrito,
não tem formas, nem corpo: – é todo uma garganta.
Quando o dia desponta, e na esfera azulada
se expande a grande flor do fúlgido arrebol,
dir-se-ia o velho abismo um bocejo do nada
para tragar o Sol!
É o grande monumento exótico das cousas,
triste como a visão azul de uma montanha,
que em vez de altear ao céu, a mais vasta das lousas,
pela terra se entranha...
Calibã nele dorme o sono pré-histórico
sob o branco montão dos estriados ossos,
e do mundo primevo o centauro alegórico
entalha-lhe na pedra os tábidos destroços.
Os evos longamente em seu bojo ressoam...
os mistérios do Ser ferem-lhe as fibras roucas,
e os côncavos reboam
o coro universal, como um milhão de bocas.
E quem o ousa fitar, como Plínio, perece,
ou ao pé do cairel sente um tremor extremo
pela espinha dorsal, bem como se temesse
ver arder-lhe no fundo o olhar de Polifemo...
Ele canta, é seu canto o coro das tormentas,
tem soluços de amor, soluça como Fedra,
e o Tempo lhe derrama, em agonias lentas,
a dura estalactite, a lá"
POEMA - OABISMO - PARTE II;Augusto de Lima;"grima de pedra.
É a vasta catedral, em cuja nave ingente
palmeia o velho Deus das legendas sombrias,
e rumoreja a treva ao acorde plangente
do órgão das ventanias.
Ele, o filho do caos, sabe também às vezes
descrer e ser ateu, bramir como os trovões
e arrojar para o céu da terra as rubras fezes:– sabe fundir metais e fabricar vulcões!
E, contudo, ele tem mil atrações suaves
e músicas sagradas.
Ele fascina as aves,
e as aves vão cair-lhe ao seio inanimadas.
Em seu lábio feroz não raro brota o lírio,
e a viçosa liana a coroa de flores ,
e, à noite, a lua vem num nervoso delírio
nas veias lhe entornar magnéticos humores.
Durante o temporal, o éter condensado
arranca à nebulosa um fragmento de luz,
e o bólido inflamado,
como um raio fecundo, à face lhe conduz.
Ele que tem em si a grande força mágica,
ele também à Arte inspirações sugere...
Quem nos diz que a amplidão não foi a Musa trágica
de Dante Alighieri?!
Creta teve um abismo, o labirinto histórico,
onde o Passado geme inda um soluço imenso;
e o crânio que ideou o belo templo Dórico,
foi talvez um vulcão a vomitar incenso.
Um portentoso, escuro artista de outras eras,
um gênio, cujo nome a História não"
POEMA - OABISMO - PARTE III;Augusto de Lima;"atinge,
apalpou de um abismo as pulsações austeras,
e levantou na rocha esse outro abismo – a Esfinge.
É que ele tem as leis do movimento etéreo,
dinâmica imortal que os seres multiplica,
e faz brotar a Vida até no cemitério,– que a lei do movimento a lei da Vida implica
Quem pode compreender-lhe a extensão tenebrosa,
ao imenso Proteu, rival do firmamento?
Quem lhe sabe o mistério e a tragédia assombrosa?
Quem é que o pode encher?
Talvez o Pensamento."
POEMA - OS DOIS CRISTOS - PARTE I;Augusto de Lima;"A Assis Brasil.
O velho Satanás soturno divagava
sob o imenso dócil do negro firmamento,
e, aos poucos, um rumor confuso lhe chegava
destas vozes fatais trazidas pelo vento:
“Quando cismavas triste e só no Horto,
entre as sagradas árvores sombrias,
na treva hostil de um céu turvado e morto,
colada a fronte ardente às pedras frias;
Ó Cristo, até de ti mesmo descreste,
e pensando na cruz, da angústia escrava,
tua cabeça fúlgida, celeste,
longas gotas de sangue porejava...
Não sei que voz oculta e misteriosa
da treva te bradava com furor:
‘Ó Nazareno, ó vítima ardilosa,
tu não és Deus, tu és um impostor!’”
Uma agonia lenta então tomou-te,
jorrava o rubro sangue cada artéria,
enquanto teus amigos sob a noite
ressonavam na inércia da matéria.
E porque consumaste o sacrifício,
do cálice místico esgotando o fel
inutilmente no fatal suplício,
ó moribundo filho de Israel?
E o que ficou do codex peregrino,
do Testamento que legaste ao Homem?– Folhas como as do livro do Destino,
que aos ventos do futuro se consomem.
A grande cruz, a ensangüentada vide
do vinho precioso, hoje se fez
do clero torpe um sórdido cabide,
em que pendura a própria hediondez.
Embora o Homem busque atrás da es"
POEMA - OS DOIS CRISTOS - PARTE II;Augusto de Lima;"cura
batina a luz que no Calvário exangue
acendeste: na febre que o tortura,
em vez de achar a luz, encontra o sangue.
E, quando no passado, o olhar atento,
busca fitar-te sobre a cruz sagrada,
entre ele e ti se eleva o atroz, sangrento
fantasma secular de Torquemada.
Onde o poder divino que dizias
ter nas mãos, quando em bálsamos supremos,
os teus rudes apóstolos ungias?– Oh! descremos de ti, Cristo, descremos!
Caíste, como cai qualquer na luta;
profeta, o verbo teu irmão mais ecoa,
mártir, a tua túnica impoluta,
a ventania do porvir rasgou-a!
A limpidez azul da antiga crença,
em que brilhava o místico Tabor,
toldou-a agora uma caligem densa:
a fumaça da Indústria e do Vapor.
Rompeu-se o véu do Templo, onde mistérios
celebravam os rígidos levitas,
amalgamando ao pó dos cemitérios
as lágrimas das dores infinitas.
De teu trágico inferno a densa lava
a rebramir no abismo hórrido, espesso,
ó malogrado herói, já não bastava
pra aquecer as caldeiras do Progresso.
Tua missão está completa. Agora
podes volver à solidão infinda;
mas vai depressa, porque vem a aurora,
e te pode encontrar aqui ainda.
E tu, Homem, eterno caminheiro
da via dolor"
POEMA - OS DOIS CRISTOS - PARTE III;Augusto de Lima;"osa da Verdade,
é tempo de elevares, sobranceiro,
a grande luz de tua majestade.
Não te vença o punhal que dilacera
esse peito, em que a Dor blasfema e chora:
é no bojo da Noite que se opera
a luminosa gestação da aurora!
Não envergues a fronte augusta e casta
ao sofrimento rude, à mágoa funda:
a dor, que hoje te corta a entranha vasta,
é como a dor do parto, é dor fecunda.
Abisma o olhar em tua consciência,
e encontrarás as pérolas do Bem;
trabalha, colhe a esplêndida opulência,
que as minas de teu cérebro contém.
Da antiga divindade o grande assento
ruiu de há muito às lúcidas procelas.
Não procures mais Deus no firmamento:
o firmamento só contém estrelas!
E Satanás caiu num meditar profundo;
e cruzando no peito as mãos, cheio de dor,
prostrou-se, e ouviu-se, então o tentador do mundo
num soluço gemer: – Perdoa-me, Senhor!"
POEMA - OVULCÃOEO SOL;Augusto de Lima;A Raimundo Correia.
POEMA - OVULCÃOEO SOL - I;Augusto de Lima;"Treme a montanha e se abre em ímpetos indômitos:
ruge-lhe o ventre, e um filtro ardente de atro enxofre
as veias lhe percorre... até que, em rubros vômitos,
a descarga de fogo arrebenta de chofre.
A bílis borrascosa estruge-lhe na entranha,
como um feto maldito. Os calcinados ossos
do velho paquiderme estremecem na estranha
e sinistra mudez dos quaternários fossos.
E parecendo ouvir a voz lenta, vibrada,
da lendária trombeta, o ictiossauro na gruta
subterrânea escancara a inválida queixada
e, nas patas firmado, atentamente escuta...
Do túrbido cairel betuminoso e horrendo,
que a larga face abrindo, arfa estentoreamente,
o colosso de fogo aos céus alto se erguendo,
descreve na amplidão mil roscas de serpente.
E dobrando, solene, o dorso audacioso,
cinge os flancos do espaço em tantálico ardor.
Entretanto, no céu sereno e grandioso,
rola o sol triunfante a luz do eterno Amor."
